Province,District,Party Number,Party Name,List number?,Candidate Name,Valid Votes,Candidate Rank,Total votes,page_number,table_number
NULL,,,,5,drh. PRIYO INDRIANTO,"38,444",II,,187,2
NULL,,,,6,"SITI WULANDARI RAYANANDA, S.Keb., Bd.","3,455",VI,,187,2
NULL,,TOTAL SUARA,,,,"217,295",,,187,2
NULL,,NO.,,URAIAN,,,,,187,3
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,187,3
NULL,,1,,2,,3,4,,187,3
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,187,3
NULL,,9,,Partai Kebangkitan Nusantara,,919,,,187,3
NULL,,,,1,HAMDANI HAMID,282,II,,187,3
NULL,,,,2,ADE HERTINAH,300,I,,187,3
NULL,,,,3,MUHTAR H.N.,76,IV,,187,3
NULL,,,,4,ABDUL HAPID,197,III,,187,3
NULL,,,,5,IRA TARYANA,72,V,,187,3
NULL,,,,6,ERTHA LUSI MBAU,41,VI,,187,3
NULL,,TOTAL SUARA,,,,"1,887",,,187,3
NULL,,NO.,,URAIAN,,,,,188,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,188,1
NULL,,1,,2,,3,4,,188,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,188,1
NULL,,10,,Partai Hati Nurani Rakyat,,"1,827",,,188,1
NULL,,,,1,HENGKI IRAWAN,"1,157",I,,188,1
NULL,,,,2,Hj. RESNA OKTAVIANA,925,II,,188,1
NULL,,,,3,"ADIOSEN P. PURBA, S.H.",263,III,,188,1
NULL,,,,,,,,,188,1
NULL,,,,,,,,,188,1
NULL,,,,,,,,,188,1
NULL,,TOTAL SUARA,,,,"4,172",,,188,1
NULL,,NO.,,URAIAN,,,,,188,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,188,2
NULL,,1,,2,,3,4,,188,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,188,2
NULL,,11,,Partai Garda Republik Indonesia,,"1,752",,,188,2
NULL,,,,1,YE HAMJA ALHAMID,882,I,,188,2
NULL,,,,2,DAFFA KHADAFI,453,II,,188,2
NULL,,,,3,FIRLI ENDLI,315,III,,188,2
NULL,,,,4,M. SURYA NAWA PULUNGAN,147,V,,188,2
NULL,,,,5,LINA DARLINA,148,IV,,188,2
NULL,,,,6,"OBANG, S.I.P.",73,VI,,188,2
NULL,,TOTAL SUARA,,,,"3,770",,,188,2
NULL,,NO.,,URAIAN,,,,,188,3
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,188,3
NULL,,1,,2,,3,4,,188,3
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,188,3
NULL,,12,,Partai Amanat Nasional,,"18,267",,,188,3
NULL,,,,1,"DESY RATNASARI, M.Si., M.Psi.","78,306",I,,188,3
NULL,,,,2,FERI EL HAMDI,"10,250",II,,188,3
NULL,,,,3,"YANUAR PRIBADI, S.E.","1,677",V,,188,3
NULL,,,,4,"MEDYA APRILIANSYAH, S.E., M.Si.","1,746",IV,,188,3
NULL,,,,5,"H. ENDING MUHIDIN, S.Sos.","1,845",III,,188,3
NULL,,,,6,"MARLINA GUFRON, S.Psi.",338,VI,,188,3
NULL,,TOTAL SUARA,,,,"112,429",,,188,3
NULL,,NO.,,URAIAN,,,,,189,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,189,1
NULL,,1,,2,,3,4,,189,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,189,1
NULL,,13,,Partai Bulan Bintang,,"2,106",,,189,1
NULL,,,,1,"Saleh Hidayat, S.H.","1,617",I,,189,1
NULL,,,,2,IIS ROSMERIA,580,III,,189,1
NULL,,,,3,R.D. ALAM MANGKU WIBAWA,656,II,,189,1
NULL,,,,4,HERMANSYAH,263,IV,,189,1
NULL,,,,5,WIWI DEWI MARIA,124,VI,,189,1
NULL,,,,6,UTJA WINATA,171,V,,189,1
NULL,,TOTAL SUARA,,,,"5,517",,,189,1
NULL,,NO.,,URAIAN,,,,,189,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,189,2
NULL,,1,,2,,3,4,,189,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,189,2
NULL,,14,,Partai Demokrat,,"24,107",,,189,2
NULL,,,,1,"H. MOHAMAD MURAZ, S.H., M.M.","35,643",II,,189,2
NULL,,,,2,"IMAN ADINUGRAHA, S.E., Akt.","67,885",I,,189,2
NULL,,,,3,YULIANA,"2,997",IV,,189,2
NULL,,,,4,"Ir. H. DUDI YELLI, M.M., M.T.","2,842",V,,189,2
NULL,,,,5,"ARDIAN DINATA, S.E.","4,359",III,,189,2
NULL,,,,6,"SELVIE KUSUMAWATI, S.Pd.","1,592",VI,,189,2
NULL,,TOTAL SUARA,,,,"139,425",,,189,2
NULL,,NO.,,URAIAN,,,,,189,3
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,189,3
NULL,,1,,2,,3,4,,189,3
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,189,3
NULL,,15,,Partai Solidaritas Indonesia,,"7,636",,,189,3
NULL,,,,1,JHONI INDRA KARTIKA P.,"2,431",I,,189,3
NULL,,,,2,RIAMAWATI,"1,581",II,,189,3
NULL,,,,3,Sohiran,403,IV,,189,3
NULL,,,,4,ST. REZKY WAHYUNI,338,V,,189,3
NULL,,,,5,MUHAMAD AMARRULLOH,682,III,,189,3
NULL,,,,6,YUSTINUS HURA,253,VI,,189,3
NULL,,TOTAL SUARA,,,,"13,324",,,189,3
NULL,,NO.,,URAIAN,,,,,190,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,190,1
NULL,,1,,2,,3,4,,190,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,190,1
NULL,,16,,PARTAI PERINDO,,"4,274",,,190,1
NULL,,,,1,RITA IRAWATI PRIATNA,"2,280",I,,190,1
NULL,,,,2,"DEDE HARYADI, S.Pd.","1,369",III,,190,1
NULL,,,,3,"INDRA UTAMA, M.P.W.K.","1,494",II,,190,1
NULL,,,,4,"SUHERMAN, S.I.Kom.",289,V,,190,1
NULL,,,,5,"RITA LOUSIANA ANTHONY, S.E., M.M.",291,IV,,190,1
NULL,,,,6,"MAHJUDIN, S.E.",177,VI,,190,1
NULL,,TOTAL SUARA,,,,"10,174",,,190,1
NULL,,NO.,,URAIAN,,,,,190,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,190,2
NULL,,1,,2,,3,4,,190,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,190,2
NULL,,17,,Partai Persatuan Pembangunan,,"19,163",,,190,2
NULL,,,,1,BUDI IRAWAN,"51,632",I,,190,2
NULL,,,,2,H. YUSUF PUADZ,"8,644",II,,190,2
NULL,,,,3,YANI HANDAYANI,"4,171",IV,,190,2
NULL,,,,4,"HERY SARMANTO, S.H.","6,604",III,,190,2
NULL,,,,5,H. IKBAL ASIMUDIN ABDUL FATAH,"1,578",VI,,190,2
NULL,,,,6,RANI ANGGRAENI,"1,737",V,,190,2
NULL,,TOTAL SUARA,,,,"93,529",,,190,2
NULL,,NO.,,URAIAN,,,,,190,3
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,190,3
NULL,,1,,2,,3,4,,190,3
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,190,3
NULL,,24,,Partai Ummat,,"1,923",,,190,3
NULL,,,,1,"dr. H. TAUFAN BUDI SETYOLAKSONO, Sp.BS.","1,371",I,,190,3
NULL,,,,2,SULASMINI WATI,340,III,,190,3
NULL,,,,3,EDWARD HELMIE,141,V,,190,3
NULL,,,,4,TUTI SUPRIATI,223,IV,,190,3
NULL,,,,5,Drs. DADAN SUWARDHANA,395,II,,190,3
NULL,,,,6,ARIFIN NOR PRATAMA,128,VI,,190,3
NULL,,TOTAL SUARA,,,,"4,521",,,190,3
NULL,,NO.,,URAIAN,,,,,191,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,191,1
NULL,,1,,2,,3,4,,191,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,191,1
NULL,,1,,Partai Kebangkitan Bangsa,,"91,487",,,191,1
NULL,,,,1,TOMMY KURNIAWAN,"100,656",I,,191,1
NULL,,,,2,"Ir. KOKO MURDOKOWIYOTO, M.M.","15,034",III,,191,1
NULL,,,,3,YUSINTA NINGSIH NENOBAHAN SYARIEF,"14,505",IV,,191,1
NULL,,,,4,"FIRDAUS, S.H.I., M.Pd.I.","7,579",V,,191,1
NULL,,,,5,"MUHAMAD RESTU KUSUMA, S.M.","16,443",II,,191,1
NULL,,,,6,NIEKE MONIKA KULSUM,"1,820",VII,,191,1
NULL,,,,7,"RUKMAN SETIAWANSYAH, S.E.","1,484",IX,,191,1
NULL,,,,8,E. SRI MULYATI,"3,131",VI,,191,1
NULL,,,,9,"ANTORI DASIHAN, S.H., M.H.","1,493",VIII,,191,1
NULL,,TOTAL SUARA,,,,"253,632",,,191,1
NULL,,NO.,,URAIAN,,,,,191,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,191,2
NULL,,1,,2,,3,4,,191,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,191,2
NULL,,2,,Partai Gerakan Indonesia Raya,,"196,706",,,191,2
NULL,,,,1,"Dr. H. FADLI ZON, S.S., M.Sc.","149,258",I,,191,2
NULL,,,,2,"Drs. H. MULYADI, M.M.A.","66,728",III,,191,2
NULL,,,,3,MARLYN MAISARAH,"82,478",II,,191,2
NULL,,,,4,Ir. PERTIWI AWILDA,"14,277",IV,,191,2
NULL,,,,5,"NURITA HAYATIN, S.H.","12,544",V,,191,2
NULL,,,,6,MARMIN,"4,582",VII,,191,2
NULL,,,,7,DANI IRAWATI SOENARSO,"3,650",VIII,,191,2
NULL,,,,8,SRI HARYATI,"6,751",VI,,191,2
NULL,,,,9,AYUNIA HERITAWATI,"3,029",IX,,191,2
NULL,,TOTAL SUARA,,,,"540,003",,,191,2
NULL,,NO.,,URAIAN,,,,,192,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,192,1
NULL,,1,,2,,3,4,,192,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,192,1
NULL,,3,,Partai Demokrasi Indonesia Perjuangan,,"73,657",,,192,1
NULL,,,,1,"ADIAN Y. Y. NAPITUPULU, S.H.","87,288",I,,192,1
NULL,,,,2,"Hj. INDAH PERTIWI NATAPRAWIRA, M.Si.","22,996",III,,192,1
NULL,,,,3,ANANG HERMANSYAH,"39,086",II,,192,1
NULL,,,,4,"JAROT WIJANARKO, S.H.","7,193",V,,192,1
NULL,,,,5,"H. MOCHTAR MOHAMAD, S.Sos.","7,710",IV,,192,1
NULL,,,,6,RETNO RIYA SETIANA,"2,611",VI,,192,1
NULL,,,,7,"Ir. RUSMANA, M.T., M.Tr (Han).","1,987",VII,,192,1
NULL,,,,8,"KARMIN, S.H., M.H.","1,239",IX,,192,1
NULL,,,,9,V. ERNA SUFIANDARI,"1,910",VIII,,192,1
NULL,,TOTAL SUARA,,,,"245,677",,,192,1
NULL,,NO.,,URAIAN,,,,,192,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,192,2
NULL,,1,,2,,3,4,,192,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,192,2
NULL,,4,,Partai Golongan Karya,,"117,413",,,192,2
NULL,,,,1,"RAVINDRA AIRLANGGA, M.S.","152,168",I,,192,2
NULL,,,,2,H. APRIYADI MALIK,"109,502",II,,192,2
NULL,,,,3,"RATU DIAN HATIFAH, S.Ag., M.Pd.","13,331",III,,192,2
NULL,,,,4,"ROBI ANUGRAH MARPAUNG, S.H., M.H.","13,186",IV,,192,2
NULL,,,,5,"Dr. Ir. SULHAJJI JOMPA, M.Sc.","8,660",VII,,192,2
NULL,,,,6,RIA SRI WOELANDARI,"3,543",VIII,,192,2
NULL,,,,7,"LICHA, S.H.","2,001",IX,,192,2
NULL,,,,8,"FARDA SANBERRA, S.E., S.H., M.H.","9,888",V,,192,2
NULL,,,,9,ABD. RAZAK SAID,"9,016",VI,,192,2
NULL,,TOTAL SUARA,,,,"438,708",,,192,2
NULL,,NO.,,URAIAN,,,,,193,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,193,1
NULL,,1,,2,,3,4,,193,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,193,1
NULL,,5,,Partai NasDem,,"43,335",,,193,1
NULL,,,,1,ASEP WAHYUWIJAYA,"63,902",I,,193,1
NULL,,,,2,JORA NILAM JUDGE,"39,370",II,,193,1
NULL,,,,3,MOH. SOLIKIN,"6,086",IV,,193,1
NULL,,,,4,H. JAYA,"3,503",V,,193,1
NULL,,,,5,RAMZI,"38,526",III,,193,1
NULL,,,,6,ZAWIAH RAMLIE,821,VIII,,193,1
NULL,,,,7,"HERWAN SUSANTO, S.Sos.","1,701",VII,,193,1
NULL,,,,8,FUAD KASYFURRAHMAN,"1,823",VI,,193,1
NULL,,,,9,USNIDAWATI,709,IX,,193,1
NULL,,TOTAL SUARA,,,,"199,776",,,193,1
NULL,,NO.,,URAIAN,,,,,193,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,193,2
NULL,,1,,2,,3,4,,193,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,193,2
NULL,,6,,Partai Buruh,,"12,325",,,193,2
NULL,,,,1,Agus Supriyadi,"5,719",I,,193,2
NULL,,,,2,"Dr. Heni Kesumayani, S.T., M.M.","3,202",II,,193,2
NULL,,,,3,"Zainuddin, S.H.","1,601",III,,193,2
NULL,,,,4,Pipin Supinah,"1,219",IV,,193,2
NULL,,,,5,Alfasah Saepuloh,681,V,,193,2
NULL,,,,6,Angga Artono Putra,613,VI,,193,2
NULL,,,,7,R. Darmawati,349,IX,,193,2
NULL,,,,8,"Tedi Sulasmana, S.Pd.I.",363,VIII,,193,2
NULL,,,,9,Zainul Arif,427,VII,,193,2
NULL,,TOTAL SUARA,,,,"26,499",,,193,2
NULL,,NO.,,URAIAN,,,,,194,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,194,1
NULL,,1,,2,,3,4,,194,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,194,1
NULL,,7,,Partai Gelombang Rakyat Indonesia,,"11,978",,,194,1
NULL,,,,1,Hj. HISAN ANIS MATTA,"10,489",I,,194,1
NULL,,,,2,MUHAMMAD NAWIR GANI,"2,078",III,,194,1
NULL,,,,3,RIKO DESENDRA,913,IV,,194,1
NULL,,,,4,IRMA INDAH SARI,"4,264",II,,194,1
NULL,,,,5,"ABQARI MUHAMMAD AL FATIH, S.H.",571,VI,,194,1
NULL,,,,6,DWITA CAHYANI DJOHAN MULYADI,292,VIII,,194,1
NULL,,,,7,"ADI SETIAWAN, S.H., M.Ec.Dev.",892,V,,194,1
NULL,,,,8,"SITI MASITOH, S.Pt.",374,VII,,194,1
NULL,,,,9,FIRDAUS OCKTA FERDYANSYAH,195,IX,,194,1
NULL,,TOTAL SUARA,,,,"32,046",,,194,1
NULL,,NO.,,URAIAN,,,,,194,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,194,2
NULL,,1,,2,,3,4,,194,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,194,2
NULL,,8,,Partai Keadilan Sejahtera,,"118,574",,,194,2
NULL,,,,1,"drh. H. ACHMAD RU'YAT, M.Si.","92,775",I,,194,2
NULL,,,,2,Dr. H. FAHMY ALAYDROES,"69,790",II,,194,2
NULL,,,,3,Hj. RINI PURA KIRANA,"26,365",III,,194,2
NULL,,,,4,Ir. AJI ASYHARI,"8,452",VII,,194,2
NULL,,,,5,"DADENG WAHYUDI, S.Pd., M.E.","11,979",V,,194,2
NULL,,,,6,AI SUTINI,"4,457",IX,,194,2
NULL,,,,7,"H. AHMAD ZAKKY, S.Si.","15,123",IV,,194,2
NULL,,,,8,"EMAN SULAEMAN NASIM, S.Sos., M.H.","11,679",VI,,194,2
NULL,,,,9,"ATIKAH SHALIHAT, S.E.I.","4,785",VIII,,194,2
NULL,,TOTAL SUARA,,,,"363,979",,,194,2
NULL,,NO.,,URAIAN,,,,,195,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,195,1
NULL,,1,,2,,3,4,,195,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,195,1
NULL,,9,,Partai Kebangkitan Nusantara,,"4,108",,,195,1
NULL,,,,1,Dr. H. LUKMAN MALANUANG,776,I,,195,1
NULL,,,,2,NOER AVIVA BACHTI,233,IV,,195,1
NULL,,,,3,MICHAEL TAMBUNAN,262,III,,195,1
NULL,,,,4,SARI RAMADANTI,188,VI,,195,1
NULL,,,,5,"Hj. HIKMAH NOVITA ANGGRAINI, S.E.",201,V,,195,1
NULL,,,,6,MITA ROSITA,83,VIII,,195,1
NULL,,,,7,FEBY WIDIA PUTRI,82,IX,,195,1
NULL,,,,8,IDAH FARIDAH,86,VII,,195,1
NULL,,,,9,MUHAMMAD ZUNTIQOM,352,II,,195,1
NULL,,TOTAL SUARA,,,,"6,371",,,195,1
NULL,,NO.,,URAIAN,,,,,195,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,195,2
NULL,,1,,2,,3,4,,195,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,195,2
NULL,,10,,Partai Hati Nurani Rakyat,,"6,568",,,195,2
NULL,,,,1,"HALIM SHAHAB, S.H., M.B.A.","2,997",I,,195,2
NULL,,,,2,H. MUSTOFA,"1,632",II,,195,2
NULL,,,,3,"ANISAH SHAFIE, S.E.",787,III,,195,2
NULL,,,,4,FARCHAT,486,IV,,195,2
NULL,,,,5,CHENNY HERAWATI,327,VI,,195,2
NULL,,,,6,"SHINTA MADESARI T., S.Si.",283,VII,,195,2
NULL,,,,7,SHERLY ARIESSANTI,264,VIII,,195,2
NULL,,,,8,MUHAMMAD REINALDY GUNAWAN,362,V,,195,2
NULL,,,,,,,,,195,2
NULL,,TOTAL SUARA,,,,"13,706",,,195,2
NULL,,NO.,,URAIAN,,,,,196,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,196,1
NULL,,1,,2,,3,4,,196,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,196,1
NULL,,11,,Partai Garda Republik Indonesia,,"3,654",,,196,1
NULL,,,,1,IHSAN JAUHARI,"1,298",I,,196,1
NULL,,,,2,YAUMIL AKBAR,"1,118",II,,196,1
NULL,,,,3,RIKA OKTAVIANI,633,III,,196,1
NULL,,,,4,MOCH AGUSTRIA SUBRI,432,IV,,196,1
NULL,,,,5,"ANGGA AJIE PUTRA, S.S.T.Par.",363,V,,196,1
NULL,,,,6,DEWI MALAHAYATI,247,VII,,196,1
NULL,,,,7,ZAINAL GAFRI WAEL,194,VIII,,196,1
NULL,,,,8,M. RISKY SAPUTRA,348,VI,,196,1
NULL,,,,,,,,,196,1
NULL,,TOTAL SUARA,,,,"8,287",,,196,1
NULL,,NO.,,URAIAN,,,,,196,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,196,2
NULL,,1,,2,,3,4,,196,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,196,2
NULL,,12,,Partai Amanat Nasional,,"51,203",,,196,2
NULL,,,,1,"Primus Yustisio, S.E., M.A.P.","128,892",I,,196,2
NULL,,,,2,Drs. TUTUR SUTIKNO,"18,674",II,,196,2
NULL,,,,3,"Dra. NOVIANTIKA NASUTION, M.Si.","7,662",IV,,196,2
NULL,,,,4,"Mayor. Kowad. TNI (Purn.) ASRIALTY, S.H.","8,525",III,,196,2
NULL,,,,5,"TANIDI, S.I.P.","2,442",VII,,196,2
NULL,,,,6,"H. UMARSYAH, S.I.P.","1,727",VIII,,196,2
NULL,,,,7,"Ir. H. MUHAMMAD ARFAN, S.T.","3,385",VI,,196,2
NULL,,,,8,"H. Ahmad Nasrullah, S.E.","1,539",IX,,196,2
NULL,,,,9,Ir. Hj. SITI JAMILAH,"4,683",V,,196,2
NULL,,TOTAL SUARA,,,,"228,732",,,196,2
NULL,,NO.,,URAIAN,,,,,197,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,197,1
NULL,,1,,2,,3,4,,197,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,197,1
NULL,,13,,Partai Bulan Bintang,,"5,630",,,197,1
NULL,,,,1,Ir. AFRIANSYAH NOOR,"3,142",I,,197,1
NULL,,,,2,"SOLIHIN PURE, S.P.","1,187",II,,197,1
NULL,,,,3,"NYIMAS NINING RACHMAN, S.H.",683,III,,197,1
NULL,,,,4,"ZULFI SYUKUR, S.Sos.I.",679,IV,,197,1
NULL,,,,5,GUSTI MUHAMAD FAISAL,411,V,,197,1
NULL,,,,6,Hj. MAGDALENA,335,VI,,197,1
NULL,,,,7,Bayu Naufaldi Prajasasmita,212,VIII,,197,1
NULL,,,,8,"DEGA KAUTSAR PRADANA, S.H.",101,IX,,197,1
NULL,,,,9,Ir. DORIANGAT PAKPAHAN,214,VII,,197,1
NULL,,TOTAL SUARA,,,,"12,594",,,197,1
NULL,,NO.,,URAIAN,,,,,197,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,197,2
NULL,,1,,2,,3,4,,197,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,197,2
NULL,,14,,Partai Demokrat,,"61,661",,,197,2
NULL,,,,1,"H. Anton Sukartono Suratto, M.Si.","58,033",I,,197,2
NULL,,,,2,Kamhar Lakumani,"9,723",III,,197,2
NULL,,,,3,R. RORO TRI PONNINGSIH,"5,060",VI,,197,2
NULL,,,,4,MUHAMAD KADAFI,"8,131",V,,197,2
NULL,,,,5,"Bambang Setiono, S.E.","8,245",IV,,197,2
NULL,,,,6,Mawar Melati,"2,720",VII,,197,2
NULL,,,,7,ERWIN SYAMSUAR,"1,658",IX,,197,2
NULL,,,,8,AYU MAYANG SARI,"2,042",VIII,,197,2
NULL,,,,9,KUNTOMO JENAWI,"21,407",II,,197,2
NULL,,TOTAL SUARA,,,,"178,680",,,197,2
NULL,,NO.,,URAIAN,,,,,198,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,198,1
NULL,,1,,2,,3,4,,198,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,198,1
NULL,,15,,Partai Solidaritas Indonesia,,"34,931",,,198,1
NULL,,,,1,Ir. H. GUNAWAN HASAN,"15,666",II,,198,1
NULL,,,,2,RONALD ARISTONE SINAGA,"23,619",I,,198,1
NULL,,,,3,Lenny Hermawati,"4,182",IV,,198,1
NULL,,,,4,ARIEF BUDIMAN,"13,385",III,,198,1
NULL,,,,5,ANDIKA FIRMANTA SITEPU,"1,771",VII,,198,1
NULL,,,,6,Diah Listio Pertiwi,"1,304",VIII,,198,1
NULL,,,,7,Drs. ABDI KHALIK GINTING,"3,329",V,,198,1
NULL,,,,8,"AIRIN SOFIANA, S.E., M.M.","1,843",VI,,198,1
NULL,,,,9,"H. DITA FAJAR BAYHAQI, S.Psi.","1,256",IX,,198,1
NULL,,TOTAL SUARA,,,,"101,286",,,198,1
NULL,,NO.,,URAIAN,,,,,198,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,198,2
NULL,,1,,2,,3,4,,198,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,198,2
NULL,,16,,PARTAI PERINDO,,"11,640",,,198,2
NULL,,,,1,"TAMA SATRYA LANGKUN, S.H.","3,806",II,,198,2
NULL,,,,2,"EVA MUTIA, S.Sos.","15,519",I,,198,2
NULL,,,,3,"TUBAGUS IMRON, S.T., M.P.","1,674",IV,,198,2
NULL,,,,4,"VARIANA C.V. LAPIAN, S.E.",897,VI,,198,2
NULL,,,,5,STEEVENLY AGUSTINUS K,"1,321",V,,198,2
NULL,,,,6,Drs. MUCHLIS AZIZ,571,VIII,,198,2
NULL,,,,7,YONADA YUNIASIH,391,IX,,198,2
NULL,,,,8,BOBBY MAULANA,582,VII,,198,2
NULL,,,,9,BEJO RUDIANTORO,"1,833",III,,198,2
NULL,,TOTAL SUARA,,,,"38,234",,,198,2
NULL,,NO.,,URAIAN,,,,,199,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,199,1
NULL,,1,,2,,3,4,,199,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,199,1
NULL,,17,,Partai Persatuan Pembangunan,,"42,064",PERINGKAT,,199,1
NULL,,,,1,"ELLY RACHMAT YASIN, S.M.","99,546",I,,199,1
NULL,,,,2,WISHNU DEWANTO,"4,749",IV,,199,1
NULL,,,,3,"AMSOHI, S.Pd., M.M.","8,161",II,,199,1
NULL,,,,4,"MUHAMAD IQBAL, S.E., M.M.","6,391",III,,199,1
NULL,,,,5,ASEP ROPIUDIN AS,"3,504",V,,199,1
NULL,,,,6,AJENG TRI HIDAYATI,"1,048",VIII,,199,1
NULL,,,,7,IRA SEPTIANI,"1,258",VI,,199,1
NULL,,,,8,MUHAMMAD YUDI KOTOUKY,"1,215",VII,,199,1
NULL,,,,9,BOBBY KHANA,"1,027",IX,,199,1
NULL,,TOTAL SUARA,,,,"168,963",,,199,1
NULL,,NO.,,URAIAN,,,,,199,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,199,2
NULL,,1,,2,,3,4,,199,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,199,2
NULL,,24,,Partai Ummat,,"5,494",,,199,2
NULL,,,,1,ANSUFRI ID SAMBO,"2,388",I,,199,2
NULL,,,,2,"TITIH SUMIATI, S.Ag.",856,IV,,199,2
NULL,,,,3,"DWI TJAHYO SOEWARSONO, S.H., M.H.","1,146",II,,199,2
NULL,,,,4,SUWARDI,533,VIII,,199,2
