Year,Province name,District number,Election ,Registered voters in district,Valid votes in district,Invalid votes in district,Party name,Party number,Party number of votes,Number of DPR seats,
2024,Kalimantan Utara,1,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,3,"75,556",1,
2024,Kalimantan Utara,1,DPR,,,,Partai Golongan Karya,4,"24,992",,
2024,Kalimantan Utara,1,DPR,,,,Partai Nasdem,5,"31,201",,
2024,Kalimantan Utara,1,DPR,,,,Partai Buruh,6,"1,688",,
2024,Kalimantan Utara,1,DPR,,,,Partai Gelombang Rakyat Indonesia,7,"3,622",,
2024,Kalimantan Utara,1,DPR,,,,Partai Keadilan Sejahtera,8,"12,354",,
2024,Kalimantan Utara,1,DPR,,,,Partai Kebangkitan Nusantara,9,815,,
2024,Kalimantan Utara,1,DPR,,,,Partai Hati Nurani Rakyat,10,"8,197",,
2024,Kalimantan Utara,1,DPR,,,,Partai Garda Republik Indonesia ,11,"1,273",,
2024,Kalimantan Utara,1,DPR,,,,Partai Amanat Nasional,12,"7,795",,
2024,Kalimantan Utara,1,DPR,,,,Partai Bulan Bintang,13,988,,
2024,Kalimantan Utara,1,DPR,,,,Partai Demokrat ,14,"63,863",1,
2024,Kalimantan Utara,1,DPR,,,,Partai Solidaritas Indonesia ,15,"3,053",,
2024,Kalimantan Utara,1,DPR,,,,Partai Perindo,16,"1,385",,
2024,Kalimantan Utara,1,DPR,,,,Partai Persatuan Pembangunan,17,"8,208",,
2024,Kalimantan Utara,1,DPR,,,,Partai Ummat,24,354,,
2024,KEP.Bangka Belitung,1,DPR,"1,067,434","771,812","139,847",,,,,
2024,KEP.Bangka Belitung,1,DPR,,,,Partai Kebangkitan Bangsa,1,"36,444",,
2024,KEP.Bangka Belitung,1,DPR,,,,Partai Gerakan Indonesia Raya,2,"172,949",1,
2024,KEP.Bangka Belitung,1,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,3,"168,406",1,
2024,KEP.Bangka Belitung,1,DPR,,,,Partai Golongan Karya,4,"115,549",1,
2024,KEP.Bangka Belitung,1,DPR,,,,Partai Nasdem,5,"80,472",,
2024,KEP.Bangka Belitung,1,DPR,,,,Partai Buruh,6,"5,072",,
2024,KEP.Bangka Belitung,1,DPR,,,,Partai Gelombang Rakyat Indonesia,7,"6,870",,
2024,KEP.Bangka Belitung,1,DPR,,,,Partai Keadilan Sejahtera,8,"33,169",,
2024,KEP.Bangka Belitung,1,DPR,,,,Partai Kebangkitan Nusantara,9,998,,
2024,KEP.Bangka Belitung,1,DPR,,,,Partai Hati Nurani Rakyat,10,"7,149",,
2024,KEP.Bangka Belitung,1,DPR,,,,Partai Garda Republik Indonesia ,11,"2,503",,
2024,KEP.Bangka Belitung,1,DPR,,,,Partai Amanat Nasional,12,"12,288",,
2024,KEP.Bangka Belitung,1,DPR,,,,Partai Bulan Bintang,13,"22,996",,
2024,KEP.Bangka Belitung,1,DPR,,,,Partai Demokrat ,14,"16,873",,
2024,KEP.Bangka Belitung,1,DPR,,,,Partai Solidaritas Indonesia ,15,"7,219",,
2024,KEP.Bangka Belitung,1,DPR,,,,Partai Perindo,16,"8,091",,
2024,KEP.Bangka Belitung,1,DPR,,,,Partai Persatuan Pembangunan,17,"72,724",,
2024,KEP.Bangka Belitung,1,DPR,,,,Partai Ummat,24,"2,040",,
2024,KEP.Riau,1,DPR,"1,500,974","1,053,995","107,742",,,,,
2024,KEP.Riau,1,DPR,,,,Partai Kebangkitan Bangsa,1,"88,253",,
2024,KEP.Riau,1,DPR,,,,Partai Gerakan Indonesia Raya,2,"164,310",1,
2024,KEP.Riau,1,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,3,"149,222",1,
2024,KEP.Riau,1,DPR,,,,Partai Golongan Karya,4,"166,147",1,
2024,KEP.Riau,1,DPR,,,,Partai Nasdem,5,"151,776",1,
2024,KEP.Riau,1,DPR,,,,Partai Buruh,6,"10,084",,
2024,KEP.Riau,1,DPR,,,,Partai Gelombang Rakyat Indonesia,7,"9,870",,
2024,KEP.Riau,1,DPR,,,,Partai Keadilan Sejahtera,8,"108,797",,
2024,KEP.Riau,1,DPR,,,,Partai Kebangkitan Nusantara,9,"1,920",,
2024,KEP.Riau,1,DPR,,,,Partai Hati Nurani Rakyat,10,"10,629",,
2024,KEP.Riau,1,DPR,,,,Partai Garda Republik Indonesia ,11,"3,206",,
2024,KEP.Riau,1,DPR,,,,Partai Amanat Nasional,12,"57,472",,
2024,KEP.Riau,1,DPR,,,,Partai Bulan Bintang,13,"3,155",,
2024,KEP.Riau,1,DPR,,,,Partai Demokrat ,14,"54,173",,
2024,KEP.Riau,1,DPR,,,,Partai Solidaritas Indonesia ,15,"45,857",,
2024,KEP.Riau,1,DPR,,,,Partai Perindo,16,"14,004",,
2024,KEP.Riau,1,DPR,,,,Partai Persatuan Pembangunan,17,"9,927",,
2024,KEP.Riau,1,DPR,,,,Partai Ummat,24,"5,193",,
2024,Lampung,1,DPR,"3,172,894","2,255,493","275,660",,,,,
2024,Lampung,1,DPR,,,,Partai Kebangkitan Bangsa,1,"320,472",1,
2024,Lampung,1,DPR,,,,Partai Gerakan Indonesia Raya,2,"398,593",2,
2024,Lampung,1,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,3,"334,487",2,
2024,Lampung,1,DPR,,,,Partai Golongan Karya,4,"249,053",1,
2024,Lampung,1,DPR,,,,Partai Nasdem,5,"230,542",1,
2024,Lampung,1,DPR,,,,Partai Buruh,6,"12,730",,
2024,Lampung,1,DPR,,,,Partai Gelombang Rakyat Indonesia,7,"11,983",,
2024,Lampung,1,DPR,,,,Partai Keadilan Sejahtera,8,"156,972",1,
2024,Lampung,1,DPR,,,,Partai Kebangkitan Nusantara,9,"3,253",,
2024,Lampung,1,DPR,,,,Partai Hati Nurani Rakyat,10,"9,538",,
2024,Lampung,1,DPR,,,,Partai Garda Republik Indonesia ,11,"7,161",,
2024,Lampung,1,DPR,,,,Partai Amanat Nasional,12,"202,165",1,
2024,Lampung,1,DPR,,,,Partai Bulan Bintang,13,"4,737",,
2024,Lampung,1,DPR,,,,Partai Demokrat ,14,"170,333",1,
2024,Lampung,1,DPR,,,,Partai Solidaritas Indonesia ,15,"61,074",,
2024,Lampung,1,DPR,,,,Partai Perindo,16,"17,815",,
2024,Lampung,1,DPR,,,,Partai Persatuan Pembangunan,17,"54,498",,
2024,Lampung,1,DPR,,,,Partai Ummat,24,"10,087",,
2024,Lampung,2,DPR,"3,366,234","2,396,350","269,703",,,,,
2024,Lampung,2,DPR,,,,Partai Kebangkitan Bangsa,1,"258,774",1,
2024,Lampung,2,DPR,,,,Partai Gerakan Indonesia Raya,2,"408,234",2,
2024,Lampung,2,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,3,"390,035",1,
2024,Lampung,2,DPR,,,,Partai Golongan Karya,4,"421,361",2,
2024,Lampung,2,DPR,,,,Partai Nasdem,5,"212,870",1,
2024,Lampung,2,DPR,,,,Partai Buruh,6,"15,008",,
2024,Lampung,2,DPR,,,,Partai Gelombang Rakyat Indonesia,7,"15,648",,
2024,Lampung,2,DPR,,,,Partai Keadilan Sejahtera,8,"146,102",1,
2024,Lampung,2,DPR,,,,Partai Kebangkitan Nusantara,9,"3,448",,
2024,Lampung,2,DPR,,,,Partai Hati Nurani Rakyat,10,"11,277",,
2024,Lampung,2,DPR,,,,Partai Garda Republik Indonesia ,11,"6,860",,
2024,Lampung,2,DPR,,,,Partai Amanat Nasional,12,"161,895",1,
2024,Lampung,2,DPR,,,,Partai Bulan Bintang,13,"3,694",,
2024,Lampung,2,DPR,,,,Partai Demokrat ,14,"258,394",1,
2024,Lampung,2,DPR,,,,Partai Solidaritas Indonesia ,15,"32,647",,
2024,Lampung,2,DPR,,,,Partai Perindo,16,"30,237",,
2024,Lampung,2,DPR,,,,Partai Persatuan Pembangunan,17,"14,551",,
2024,Lampung,2,DPR,,,,Partai Ummat,24,"5,306",,
2024,Maluku,1,DPR,"1,341,012","1,040,166","52,889",,,,,
2024,Maluku,1,DPR,,,,Partai Kebangkitan Bangsa,1,"53,963",,
2024,Maluku,1,DPR,,,,Partai Gerakan Indonesia Raya,2,"136,989",1,
2024,Maluku,1,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,3,"145,777",1,
2024,Maluku,1,DPR,,,,Partai Golongan Karya,4,"87,508",,
2024,Maluku,1,DPR,,,,Partai Nasdem,5,"91,835",,
2024,Maluku,1,DPR,,,,Partai Buruh,6,"8,616",,
2024,Maluku,1,DPR,,,,Partai Gelombang Rakyat Indonesia,7,"13,391",,
2024,Maluku,1,DPR,,,,Partai Keadilan Sejahtera,8,"146,716",1,
2024,Maluku,1,DPR,,,,Partai Kebangkitan Nusantara,9,"11,111",,
2024,Maluku,1,DPR,,,,Partai Hati Nurani Rakyat,10,"14,325",,
2024,Maluku,1,DPR,,,,Partai Garda Republik Indonesia ,11,"4,514",,
2024,Maluku,1,DPR,,,,Partai Amanat Nasional,12,"178,770",1,
2024,Maluku,1,DPR,,,,Partai Bulan Bintang,13,"6,193",,
2024,Maluku,1,DPR,,,,Partai Demokrat ,14,"70,184",,
2024,Maluku,1,DPR,,,,Partai Solidaritas Indonesia ,15,"20,904",,
2024,Maluku,1,DPR,,,,Partai Perindo,16,"25,690",,
2024,Maluku,1,DPR,,,,Partai Persatuan Pembangunan,17,"22,322",,
2024,Maluku,1,DPR,,,,Partai Ummat,24,"1,358",,
2024,Maluku Utara,1,DPR,"953,978","699,302","53,024",,,,,
2024,Maluku Utara,1,DPR,,,,Partai Kebangkitan Bangsa,1,"58,175",,
2024,Maluku Utara,1,DPR,,,,Partai Gerakan Indonesia Raya,2,"64,089",,
2024,Maluku Utara,1,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,3,"146,937",1,
2024,Maluku Utara,1,DPR,,,,Partai Golongan Karya,4,"128,475",1,
2024,Maluku Utara,1,DPR,,,,Partai Nasdem,5,"56,105",,
2024,Maluku Utara,1,DPR,,,,Partai Buruh,6,"6,574",,
2024,Maluku Utara,1,DPR,,,,Partai Gelombang Rakyat Indonesia,7,"8,859",,
2024,Maluku Utara,1,DPR,,,,Partai Keadilan Sejahtera,8,"70,736",1,
2024,Maluku Utara,1,DPR,,,,Partai Kebangkitan Nusantara,9,"3,894",,
2024,Maluku Utara,1,DPR,,,,Partai Hati Nurani Rakyat,10,"10,914",,
2024,Maluku Utara,1,DPR,,,,Partai Garda Republik Indonesia ,11,"5,594",,
2024,Maluku Utara,1,DPR,,,,Partai Amanat Nasional,12,"62,457",,
2024,Maluku Utara,1,DPR,,,,Partai Bulan Bintang,13,"6,777",,
2024,Maluku Utara,1,DPR,,,,Partai Demokrat ,14,"34,575",,
2024,Maluku Utara,1,DPR,,,,Partai Solidaritas Indonesia ,15,"5,929",,
2024,Maluku Utara,1,DPR,,,,Partai Perindo,16,"18,311",,
2024,Maluku Utara,1,DPR,,,,Partai Persatuan Pembangunan,17,"8,395",,
2024,Maluku Utara,1,DPR,,,,Partai Ummat,24,"2,506",,
2024,Nusa Tenggara Barat,1,DPR,"1,143,944","903,384","75,755",,,,,
2024,Nusa Tenggara Barat,1,DPR,,,,Partai Kebangkitan Bangsa,1,"194,944",1,
2024,Nusa Tenggara Barat,1,DPR,,,,Partai Gerakan Indonesia Raya,2,"86,548",,
2024,Nusa Tenggara Barat,1,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,3,"54,504",,
2024,Nusa Tenggara Barat,1,DPR,,,,Partai Golongan Karya,4,"79,259",,
2024,Nusa Tenggara Barat,1,DPR,,,,Partai Nasdem,5,"100,792",1,
2024,Nusa Tenggara Barat,1,DPR,,,,Partai Buruh,6,"5,383",,
2024,Nusa Tenggara Barat,1,DPR,,,,Partai Gelombang Rakyat Indonesia,7,"71,208",,
2024,Nusa Tenggara Barat,1,DPR,,,,Partai Keadilan Sejahtera,8,"97,096",1,
2024,Nusa Tenggara Barat,1,DPR,,,,Partai Kebangkitan Nusantara,9,"2,755",,
2024,Nusa Tenggara Barat,1,DPR,,,,Partai Hati Nurani Rakyat,10,"9,002",,
2024,Nusa Tenggara Barat,1,DPR,,,,Partai Garda Republik Indonesia ,11,"6,826",,
2024,Nusa Tenggara Barat,1,DPR,,,,Partai Amanat Nasional,12,"96,648",,
2024,Nusa Tenggara Barat,1,DPR,,,,Partai Bulan Bintang,13,"5,948",,
2024,Nusa Tenggara Barat,1,DPR,,,,Partai Demokrat ,14,"56,453",,
2024,Nusa Tenggara Barat,1,DPR,,,,Partai Solidaritas Indonesia ,15,"10,871",,
2024,Nusa Tenggara Barat,1,DPR,,,,Partai Perindo,16,"5,760",,
2024,Nusa Tenggara Barat,1,DPR,,,,Partai Persatuan Pembangunan,17,"17,483",,
2024,Nusa Tenggara Barat,1,DPR,,,,Partai Ummat,24,"1,904",,
2024,Nusa Tenggara Barat,2,DPR,"2,774,550","2,102,787","237,519",,,,,
2024,Nusa Tenggara Barat,2,DPR,,,,Partai Kebangkitan Bangsa,1,"160,823",1,
2024,Nusa Tenggara Barat,2,DPR,,,,Partai Gerakan Indonesia Raya,2,"347,607",1,
2024,Nusa Tenggara Barat,2,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,3,"134,184",1,
2024,Nusa Tenggara Barat,2,DPR,,,,Partai Golongan Karya,4,"206,004",1,
2024,Nusa Tenggara Barat,2,DPR,,,,Partai Nasdem,5,"147,062",1,
2024,Nusa Tenggara Barat,2,DPR,,,,Partai Buruh,6,"17,517",,
2024,Nusa Tenggara Barat,2,DPR,,,,Partai Gelombang Rakyat Indonesia,7,"45,651",,
2024,Nusa Tenggara Barat,2,DPR,,,,Partai Keadilan Sejahtera,8,"222,225",1,
2024,Nusa Tenggara Barat,2,DPR,,,,Partai Kebangkitan Nusantara,9,"8,253",,
2024,Nusa Tenggara Barat,2,DPR,,,,Partai Hati Nurani Rakyat,10,"24,989",,
2024,Nusa Tenggara Barat,2,DPR,,,,Partai Garda Republik Indonesia ,11,"12,463",,
2024,Nusa Tenggara Barat,2,DPR,,,,Partai Amanat Nasional,12,"166,161",1,
2024,Nusa Tenggara Barat,2,DPR,,,,Partai Bulan Bintang,13,"22,247",,
2024,Nusa Tenggara Barat,2,DPR,,,,Partai Demokrat ,14,"163,985",1,
2024,Nusa Tenggara Barat,2,DPR,,,,Partai Solidaritas Indonesia ,15,"36,023",,
2024,Nusa Tenggara Barat,2,DPR,,,,Partai Perindo,16,"206,299",,
2024,Nusa Tenggara Barat,2,DPR,,,,Partai Persatuan Pembangunan,17,"173,716",,
2024,Nusa Tenggara Barat,2,DPR,,,,Partai Ummat,24,"7,578",,
2024,Nusa Tenggara Timur,1,DPR,"1,824,278","1,313,978","52,647",,,,,
2024,Nusa Tenggara Timur,1,DPR,,,,Partai Kebangkitan Bangsa,1,"153,153",1,
2024,Nusa Tenggara Timur,1,DPR,,,,Partai Gerakan Indonesia Raya,2,"119,355",,
2024,Nusa Tenggara Timur,1,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,3,"250,622",1,
2024,Nusa Tenggara Timur,1,DPR,,,,Partai Golongan Karya,4,"127,965",1,
2024,Nusa Tenggara Timur,1,DPR,,,,Partai Nasdem,5,"131,150",1,
2024,Nusa Tenggara Timur,1,DPR,,,,Partai Buruh,6,"10,529",,
2024,Nusa Tenggara Timur,1,DPR,,,,Partai Gelombang Rakyat Indonesia,7,"8,355",,
2024,Nusa Tenggara Timur,1,DPR,,,,Partai Keadilan Sejahtera,8,"40,566",,
2024,Nusa Tenggara Timur,1,DPR,,,,Partai Kebangkitan Nusantara,9,"9,676",,
2024,Nusa Tenggara Timur,1,DPR,,,,Partai Hati Nurani Rakyat,10,"37,890",,
2024,Nusa Tenggara Timur,1,DPR,,,,Partai Garda Republik Indonesia ,11,"7,524",,
2024,Nusa Tenggara Timur,1,DPR,,,,Partai Amanat Nasional,12,"159,112",1,
2024,Nusa Tenggara Timur,1,DPR,,,,Partai Bulan Bintang,13,"3,340",,
2024,Nusa Tenggara Timur,1,DPR,,,,Partai Demokrat ,14,"141,202",1,
2024,Nusa Tenggara Timur,1,DPR,,,,Partai Solidaritas Indonesia ,15,"51,293",,
2024,Nusa Tenggara Timur,1,DPR,,,,Partai Perindo,16,"42,075",,
2024,Nusa Tenggara Timur,1,DPR,,,,Partai Persatuan Pembangunan,17,"18,497",,
2024,Nusa Tenggara Timur,1,DPR,,,,Partai Ummat,24,"1,674",,
2024,Nusa Tenggara Timur,2,DPR,"2,184,197","1,487,141","94,882",,,,,
2024,Nusa Tenggara Timur,2,DPR,,,,Partai Kebangkitan Bangsa,1,"102,124",1,
2024,Nusa Tenggara Timur,2,DPR,,,,Partai Gerakan Indonesia Raya,2,"205,847",1,
2024,Nusa Tenggara Timur,2,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,3,"196,820",1,
2024,Nusa Tenggara Timur,2,DPR,,,,Partai Golongan Karya,4,"251,031",2,
2024,Nusa Tenggara Timur,2,DPR,,,,Partai Nasdem,5,"207,732",1,
2024,Nusa Tenggara Timur,2,DPR,,,,Partai Buruh,6,"14,991",,
2024,Nusa Tenggara Timur,2,DPR,,,,Partai Gelombang Rakyat Indonesia,7,"16,517",,
2024,Nusa Tenggara Timur,2,DPR,,,,Partai Keadilan Sejahtera,8,"15,416",,
2024,Nusa Tenggara Timur,2,DPR,,,,Partai Kebangkitan Nusantara,9,"7,132",,
2024,Nusa Tenggara Timur,2,DPR,,,,Partai Hati Nurani Rakyat,10,"37,661",,
2024,Nusa Tenggara Timur,2,DPR,,,,Partai Garda Republik Indonesia ,11,"11,577",,
2024,Nusa Tenggara Timur,2,DPR,,,,Partai Amanat Nasional,12,"53,742",,
2024,Nusa Tenggara Timur,2,DPR,,,,Partai Bulan Bintang,13,"4,966",,
2024,Nusa Tenggara Timur,2,DPR,,,,Partai Demokrat ,14,"200,799",1,
2024,Nusa Tenggara Timur,2,DPR,,,,Partai Solidaritas Indonesia ,15,"78,513",,
2024,Nusa Tenggara Timur,2,DPR,,,,Partai Perindo,16,"44,033",,
2024,Nusa Tenggara Timur,2,DPR,,,,Partai Persatuan Pembangunan,17,"36,169",,
2024,Nusa Tenggara Timur,2,DPR,,,,Partai Ummat,24,"2,071",,
2024,Papua,1,DPR,"727,835","658,922","24,727",,,,,
2024,Papua,1,DPR,,,,Partai Kebangkitan Bangsa,1,"11,149",,
2024,Papua,1,DPR,,,,Partai Gerakan Indonesia Raya,2,"110,961",1,
2024,Papua,1,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,3,"154,548",1,
2024,Papua,1,DPR,,,,Partai Golongan Karya,4,"71,845",,
2024,Papua,1,DPR,,,,Partai Nasdem,5,"99,418",1,
2024,Papua,1,DPR,,,,Partai Buruh,6,"5,468",,
2024,Papua,1,DPR,,,,Partai Gelombang Rakyat Indonesia,7,"9,292",,
2024,Papua,1,DPR,,,,Partai Keadilan Sejahtera,8,"27,887",,
2024,Papua,1,DPR,,,,Partai Kebangkitan Nusantara,9,"5,237",,
2024,Papua,1,DPR,,,,Partai Hati Nurani Rakyat,10,"25,718",,
2024,Papua,1,DPR,,,,Partai Garda Republik Indonesia ,11,"4,289",,
2024,Papua,1,DPR,,,,Partai Amanat Nasional,12,"41,911",,
2024,Papua,1,DPR,,,,Partai Bulan Bintang,13,"3,133",,
2024,Papua,1,DPR,,,,Partai Demokrat ,14,"42,346",,
2024,Papua,1,DPR,,,,Partai Solidaritas Indonesia ,15,"21,789",,
2024,Papua,1,DPR,,,,Partai Perindo,16,"12,836",,
2024,Papua,1,DPR,,,,Partai Persatuan Pembangunan,17,"8,029",,
2024,Papua,1,DPR,,,,Partai Ummat,24,"3,066",,
2024,Papua Barat,1,DPR,"385,465","321,066","14,214",,,,,
2024,Papua Barat,1,DPR,,,,Partai Kebangkitan Bangsa,1,"32,041",,
2024,Papua Barat,1,DPR,,,,Partai Gerakan Indonesia Raya,2,"27,411",,
2024,Papua Barat,1,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,3,"43,951",1,
2024,Papua Barat,1,DPR,,,,Partai Golongan Karya,4,"95,883",1,
2024,Papua Barat,1,DPR,,,,Partai Nasdem,5,"52,964",1,
2024,Papua Barat,1,DPR,,,,Partai Buruh,6,"2,046",,
2024,Papua Barat,1,DPR,,,,Partai Gelombang Rakyat Indonesia,7,"2,764",,
2024,Papua Barat,1,DPR,,,,Partai Keadilan Sejahtera,8,"19,729",,
2024,Papua Barat,1,DPR,,,,Partai Kebangkitan Nusantara,9,"1,545",,
2024,Papua Barat,1,DPR,,,,Partai Hati Nurani Rakyat,10,"3,369",,
2024,Papua Barat,1,DPR,,,,Partai Garda Republik Indonesia ,11,"1,456",,
2024,Papua Barat,1,DPR,,,,Partai Amanat Nasional,12,"8,747",,
2024,Papua Barat,1,DPR,,,,Partai Bulan Bintang,13,885,,
2024,Papua Barat,1,DPR,,,,Partai Demokrat ,14,"13,212",,
2024,Papua Barat,1,DPR,,,,Partai Solidaritas Indonesia ,15,"5,192",,
2024,Papua Barat,1,DPR,,,,Partai Perindo,16,"3,718",,
2024,Papua Barat,1,DPR,,,,Partai Persatuan Pembangunan,17,"4,191",,
2024,Papua Barat,1,DPR,,,,Partai Ummat,24,"1,962",,
2024,Papua Barat Daya,1,DPR,"440,826","340,028","23,863",,,,,
2024,Papua Barat Daya,1,DPR,,,,Partai Kebangkitan Bangsa,1,10607,,
2024,Papua Barat Daya,1,DPR,,,,Partai Gerakan Indonesia Raya,2,34439,,
2024,Papua Barat Daya,1,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,3,28702,,
2024,Papua Barat Daya,1,DPR,,,,Partai Golongan Karya,4,102786,1,
2024,Papua Barat Daya,1,DPR,,,,Partai Nasdem,5,40959,1,
2024,Papua Barat Daya,1,DPR,,,,Partai Buruh,6,2099,,
2024,Papua Barat Daya,1,DPR,,,,Partai Gelombang Rakyat Indonesia,7,2141,,
2024,Papua Barat Daya,1,DPR,,,,Partai Keadilan Sejahtera,8,15650,,
2024,Papua Barat Daya,1,DPR,,,,Partai Kebangkitan Nusantara,9,946,,
2024,Papua Barat Daya,1,DPR,,,,Partai Hati Nurani Rakyat,10,12416,,
2024,Papua Barat Daya,1,DPR,,,,Partai Garda Republik Indonesia ,11,1712,,
2024,Papua Barat Daya,1,DPR,,,,Partai Amanat Nasional,12,24203,,
2024,Papua Barat Daya,1,DPR,,,,Partai Bulan Bintang,13,1003,,
2024,Papua Barat Daya,1,DPR,,,,Partai Demokrat ,14,44618,1,
2024,Papua Barat Daya,1,DPR,,,,Partai Solidaritas Indonesia ,15,9355,,
2024,Papua Barat Daya,1,DPR,,,,Partai Perindo,16,4601,,
2024,Papua Barat Daya,1,DPR,,,,Partai Persatuan Pembangunan,17,3373,,
2024,Papua Barat Daya,1,DPR,,,,Partai Ummat,24,418,,
2024,Papua Selatan,1,DPR,"367,269","303,385","16,993",,,,,
2024,Papua Selatan,1,DPR,,,,Partai Kebangkitan Bangsa,1,"42,490",1,
2024,Papua Selatan,1,DPR,,,,Partai Gerakan Indonesia Raya,2,"27,454",,
2024,Papua Selatan,1,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,3,"54,416",1,
2024,Papua Selatan,1,DPR,,,,Partai Golongan Karya,4,"30,449",,
2024,Papua Selatan,1,DPR,,,,Partai Nasdem,5,"50,241",1,
2024,Papua Selatan,1,DPR,,,,Partai Buruh,6,"1,932",,
2024,Papua Selatan,1,DPR,,,,Partai Gelombang Rakyat Indonesia,7,"4,830",,
2024,Papua Selatan,1,DPR,,,,Partai Keadilan Sejahtera,8,"27,285",,
2024,Papua Selatan,1,DPR,,,,Partai Kebangkitan Nusantara,9,"1,019",,
2024,Papua Selatan,1,DPR,,,,Partai Hati Nurani Rakyat,10,"5,340",,
2024,Papua Selatan,1,DPR,,,,Partai Garda Republik Indonesia ,11,"1,826",,
2024,Papua Selatan,1,DPR,,,,Partai Amanat Nasional,12,"31,576",,
2024,Papua Selatan,1,DPR,,,,Partai Bulan Bintang,13,"1,587",,
2024,Papua Selatan,1,DPR,,,,Partai Demokrat ,14,"5,311",,
2024,Papua Selatan,1,DPR,,,,Partai Solidaritas Indonesia ,15,"5,387",,
2024,Papua Selatan,1,DPR,,,,Partai Perindo,16,"4,257",,
2024,Papua Selatan,1,DPR,,,,Partai Persatuan Pembangunan,17,"7,343",,
2024,Papua Selatan,1,DPR,,,,Partai Ummat,24,642,,
2024,Papua Tengah ,1,DPR,"1,128,844","1,126,683","6,797",,,,,
2024,Papua Tengah ,1,DPR,,,,Partai Kebangkitan Bangsa,1,"24,173",,
2024,Papua Tengah ,1,DPR,,,,Partai Gerakan Indonesia Raya,2,"50,644",,
2024,Papua Tengah ,1,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,3,"289,738",1,
2024,Papua Tengah ,1,DPR,,,,Partai Golongan Karya,4,"256,718",1,
2024,Papua Tengah ,1,DPR,,,,Partai Nasdem,5,"157,978",1,
2024,Papua Tengah ,1,DPR,,,,Partai Buruh,6,"11,538",,
2024,Papua Tengah ,1,DPR,,,,Partai Gelombang Rakyat Indonesia,7,"3,796",,
2024,Papua Tengah ,1,DPR,,,,Partai Keadilan Sejahtera,8,"30,158",,
2024,Papua Tengah ,1,DPR,,,,Partai Kebangkitan Nusantara,9,"6,465",,
2024,Papua Tengah ,1,DPR,,,,Partai Hati Nurani Rakyat,10,"5,152",,
2024,Papua Tengah ,1,DPR,,,,Partai Garda Republik Indonesia ,11,"2,256",,
2024,Papua Tengah ,1,DPR,,,,Partai Amanat Nasional,12,"119,726",,
2024,Papua Tengah ,1,DPR,,,,Partai Bulan Bintang,13,"16,978",,
2024,Papua Tengah ,1,DPR,,,,Partai Demokrat ,14,"7,660",,
2024,Papua Tengah ,1,DPR,,,,Partai Solidaritas Indonesia ,15,"90,402",,
2024,Papua Tengah ,1,DPR,,,,Partai Perindo,16,"6,918",,
2024,Papua Tengah ,1,DPR,,,,Partai Persatuan Pembangunan,17,"41,570",,
2024,Papua Tengah ,1,DPR,,,,Partai Ummat,24,"4,813",,
2024,Papua Pegunungan,1,DPR,,"1,306,436",,,,,,
2024,Papua Pegunungan,1,DPR,,,,Partai Kebangkitan Bangsa,1,"47,981",,
2024,Papua Pegunungan,1,DPR,,,,Partai Gerakan Indonesia Raya,2,"1,064",,
2024,Papua Pegunungan,1,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,3,"202,726",1,
2024,Papua Pegunungan,1,DPR,,,,Partai Golongan Karya,4,"9,866",,
2024,Papua Pegunungan,1,DPR,,,,Partai Nasdem,5,"482,364",1,
2024,Papua Pegunungan,1,DPR,,,,Partai Buruh,6,97,,
2024,Papua Pegunungan,1,DPR,,,,Partai Gelombang Rakyat Indonesia,7,"1,256",,
2024,Papua Pegunungan,1,DPR,,,,Partai Keadilan Sejahtera,8,"145,353",,
2024,Papua Pegunungan,1,DPR,,,,Partai Kebangkitan Nusantara,9,"21,505",,
2024,Papua Pegunungan,1,DPR,,,,Partai Hati Nurani Rakyat,10,"1,640",,
2024,Papua Pegunungan,1,DPR,,,,Partai Garda Republik Indonesia ,11,"7,118",,
2024,Papua Pegunungan,1,DPR,,,,Partai Amanat Nasional,12,"189,105",1,
2024,Papua Pegunungan,1,DPR,,,,Partai Bulan Bintang,13,60,,
2024,Papua Pegunungan,1,DPR,,,,Partai Demokrat ,14,"90,227",,
2024,Papua Pegunungan,1,DPR,,,,Partai Solidaritas Indonesia ,15,"96,512",,
2024,Papua Pegunungan,1,DPR,,,,Partai Perindo,16,"2,746",,
2024,Papua Pegunungan,1,DPR,,,,Partai Persatuan Pembangunan,17,"6,750",,
2024,Papua Pegunungan,1,DPR,,,,Partai Ummat,24,66,,
2024,Riau,1,DPR,"2,763,848","1,990,747","192,011",,,,,
