PDS,VN,ID,YR,MN,PROV,DIST_N,DIST_C,PTY_N,PTY_C,CAN_N,CAN_G,RV,VV,IVV,CV,TPV,SEATS
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR IX,39,Demokrat,2,"IDA RIA S, SE, MM",Female,1955519,1247817,244323,NA,205387,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR IX,39,Demokrat,2,"Dr. H. HADI TUGUR, M.Pd, MM",Male,1955519,1247817,244323,NA,205387,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR IX,39,Demokrat,2,"RM ARMAYA MANGKUNEGARA, SH, MH",Male,1955519,1247817,244323,NA,205387,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR IX,39,Demokrat,2,AIRLANGGA,Male,1955519,1247817,244323,NA,205387,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR IX,39,Demokrat,2,"Hj. ASNAIDA, SE",Female,1955519,1247817,244323,NA,205387,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR IX,39,PAN,9,"Drs. H. KUSWIYANTO, M.Si",Male,1955519,1247817,244323,NA,92422,1
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR IX,39,PAN,9,Ir. Drs. BAMBANG BUDI SUSANTO,Male,1955519,1247817,244323,NA,92422,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR IX,39,PAN,9,"YUANA ANIK MARIZA, SH",Female,1955519,1247817,244323,NA,92422,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR IX,39,PAN,9,MAKBUB EKHSAN,Male,1955519,1247817,244323,NA,92422,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR IX,39,PAN,9,TANTI PRAMUKAWATI,Female,1955519,1247817,244323,NA,92422,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR IX,39,PAN,9,"ADITYA PUTRA ADJIE, SE",Male,1955519,1247817,244323,NA,92422,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR IX,39,PPP,16,"NAJIH FARHOQ, S.Pd.I",Male,1955519,1247817,244323,NA,59656,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR IX,39,PPP,16,"FATKUR MU'IN, S.Ag, MM",Male,1955519,1247817,244323,NA,59656,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR IX,39,PPP,16,YULIA ELLYDA,Female,1955519,1247817,244323,NA,59656,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR IX,39,PPP,16,"M. MACHFUDZ, SH",Male,1955519,1247817,244323,NA,59656,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR IX,39,PPP,16,YAYUK SRI RAHAYU,Female,1955519,1247817,244323,NA,59656,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR IX,39,Hanura,7,IR BUDI SUSILO,Male,1955519,1247817,244323,NA,38621,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR IX,39,Hanura,7,"NIAMAT ALI, SE",Male,1955519,1247817,244323,NA,38621,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR IX,39,Hanura,7,MUTIA RAZELA,Female,1955519,1247817,244323,NA,38621,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR IX,39,Hanura,7,"Drs H. MOH FARCHAN, M.Si",Male,1955519,1247817,244323,NA,38621,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR IX,39,Hanura,7,"MUSWHIDA, SH",Female,1955519,1247817,244323,NA,38621,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR IX,39,PBB,10,WIESMA MARA RANGGA,Male,1955519,1247817,244323,NA,8625,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR IX,39,PBB,10,ALFIYATUSSOLEHA,Female,1955519,1247817,244323,NA,8625,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR IX,39,PBB,10,FIRMAN HAKIM,Male,1955519,1247817,244323,NA,8625,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR IX,39,PBB,10,JASMINE RAVASIA,Female,1955519,1247817,244323,NA,8625,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR IX,39,PBB,10,"ARIFIN, SH, MH",Male,1955519,1247817,244323,NA,8625,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR IX,39,PBB,10,NURFADILAH,Female,1955519,1247817,244323,NA,8625,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR IX,39,PKPI,20,DRS. M. DHOFIR ALWI,Male,1955519,1247817,244323,NA,8542,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR IX,39,PKPI,20,"LIRING DUHITA DEWI, SH., LL.M",Female,1955519,1247817,244323,NA,8542,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR IX,39,PKPI,20,CIPTO KUSWANDI,Male,1955519,1247817,244323,NA,8542,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR IX,39,PKPI,20,"DEWI THRI SUSANTI, SKM",Female,1955519,1247817,244323,NA,8542,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR IX,39,PKPI,20,"IMAM SYAFI'I, SH",Male,1955519,1247817,244323,NA,8542,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR IX,39,PKPI,20,"Ir. H. K. SUBAGYONO, MM",Male,1955519,1247817,244323,NA,8542,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,Nasdem,8,DR. H. A. EFFENDY CHOIRIE,Male,1989333,1284768,207722,NA,74793,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,Nasdem,8,"H. M. AFIF HASBULLAH, SH., M.HUM",Male,1989333,1284768,207722,NA,74793,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,Nasdem,8,Dra. FARIDA,Female,1989333,1284768,207722,NA,74793,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,Nasdem,8,"H. BAGUS ALI JUNAIDY, SH",Male,1989333,1284768,207722,NA,74793,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,Nasdem,8,SUSILAWATI,Female,1989333,1284768,207722,NA,74793,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,Nasdem,8,ANIS DWIHASTUTI,Female,1989333,1284768,207722,NA,74793,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,PKB,13,Drs. ANDI MUAWIYAH RAMLY,Male,1989333,1284768,207722,NA,251178,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,PKB,13,"H. JAZILUL FAWAID, SQ, MA",Male,1989333,1284768,207722,NA,251178,1
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,PKB,13,"MARGARET ALIYATUL MAIMUNAH, M.Si",Female,1989333,1284768,207722,NA,251178,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,PKB,13,AKHMAD KHAFID,Male,1989333,1284768,207722,NA,251178,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,PKB,13,"H. JAMALUDIN SHALEH, ME.I",Male,1989333,1284768,207722,NA,251178,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,PKB,13,"SYARIFATUL MAULA, S.Ei",Female,1989333,1284768,207722,NA,251178,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,PKS,15,"Dr. FAHMY ALAYDROES, S.Psi., MM., MEd.",Male,1989333,1284768,207722,NA,35505,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,PKS,15,"DARMIDI, SE",Male,1989333,1284768,207722,NA,35505,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,PKS,15,DYAH RETNO SAVITRI,Female,1989333,1284768,207722,NA,35505,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,PKS,15,ROSIDAH,Female,1989333,1284768,207722,NA,35505,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,PDIP,11,"H. NASYIRUL FALAH AMRU, SE",Male,1989333,1284768,207722,NA,217923,1
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,PDIP,11,"NURHADI, SH",Male,1989333,1284768,207722,NA,217923,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,PDIP,11,SULASTRI,Female,1989333,1284768,207722,NA,217923,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,PDIP,11,ZAINUN AHMADI,Male,1989333,1284768,207722,NA,217923,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,PDIP,11,"R. SUHARJITO, S.Si, MT",Male,1989333,1284768,207722,NA,217923,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,PDIP,11,YUNITA,Female,1989333,1284768,207722,NA,217923,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,Golkar,6,Ir. EDDY KUNTADI,Male,1989333,1284768,207722,NA,223961,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,Golkar,6,ENI MAULANI S,Female,1989333,1284768,207722,NA,223961,1
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,Golkar,6,KHOLID NOVIANTO,Male,1989333,1284768,207722,NA,223961,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,Golkar,6,ZAINAL ABIDIN,Male,1989333,1284768,207722,NA,223961,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,Golkar,6,"KHATIBUR RASYADI, SE. Msi",Male,1989333,1284768,207722,NA,223961,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,Golkar,6,SEKARWATI,Female,1989333,1284768,207722,NA,223961,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,Gerindra,5,"Drs. H. M . TSALITS FAHAMI, MM",Male,1989333,1284768,207722,NA,150926,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,Gerindra,5,"HIDAR ASSEGAF, SH",Male,1989333,1284768,207722,NA,150926,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,Gerindra,5,"Ir. DANI IRAWATI SOENARSO,M. Si",Female,1989333,1284768,207722,NA,150926,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,Gerindra,5,"MARZUQI, MM",Male,1989333,1284768,207722,NA,150926,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,Gerindra,5,"MUNAWARAH, SE, MM",Female,1989333,1284768,207722,NA,150926,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,Gerindra,5,KHILMI,Male,1989333,1284768,207722,NA,150926,1
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,Demokrat,2,Drs. H. MAHRUS MUNIR,Male,1989333,1284768,207722,NA,8731,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,Demokrat,2,FARHAN EFFENDY,Male,1989333,1284768,207722,NA,8731,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,Demokrat,2,Ir. HIDAYATUL NUROHMAH,Female,1989333,1284768,207722,NA,8731,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,Demokrat,2,"HENDRA SUWARDANA, SE, M.S.M",Male,1989333,1284768,207722,NA,8731,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,Demokrat,2,"Drs. MUCHTAR EFFENDI, M.Si",Male,1989333,1284768,207722,NA,8731,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,Demokrat,2,ASTI TRI HERTANTI,Female,1989333,1284768,207722,NA,8731,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,PAN,9,"VIVA YOGA MAULADI, M.Si",Male,1989333,1284768,207722,NA,103575,1
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,PAN,9,"SUWANDI IDRIS, S.Ag, M.Si",Male,1989333,1284768,207722,NA,103575,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,PAN,9,KURNIASIH,Female,1989333,1284768,207722,NA,103575,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,PAN,9,RM. AXEL DJODY GONDOKUSUMO,Male,1989333,1284768,207722,NA,103575,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,PAN,9,"H. TRI GUNAWAN, S.Sos, S. Pd. I",Male,1989333,1284768,207722,NA,103575,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,PAN,9,IMEL ALFINA,Female,1989333,1284768,207722,NA,103575,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,PPP,16,"H. ISKANDAR D. SYAICHU, SE",Male,1989333,1284768,207722,NA,103518,1
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,PPP,16,"IMAM PRAWOTO, SE",Male,1989333,1284768,207722,NA,103518,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,PPP,16,"Dra. MIMIN AUSTIYANA, MA",Female,1989333,1284768,207722,NA,103518,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,PPP,16,"ASKODAR, SH",Male,1989333,1284768,207722,NA,103518,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,PPP,16,"MOHAMMAD MA'RUF, MA",Male,1989333,1284768,207722,NA,103518,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,PPP,16,WINDA APRILINE,Female,1989333,1284768,207722,NA,103518,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,Hanura,7,Drs. MOH. DAROJAT,Male,1989333,1284768,207722,NA,21475,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,Hanura,7,SUDARSONO,Male,1989333,1284768,207722,NA,21475,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,Hanura,7,Ir. YULISTIYA NINGSIH,Female,1989333,1284768,207722,NA,21475,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,Hanura,7,"MUHAMMAD F. MUBAROQ,S.Sos",Male,1989333,1284768,207722,NA,21475,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,Hanura,7,"Drs. M. DJAFAR HS, MM",Male,1989333,1284768,207722,NA,21475,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,Hanura,7,R.A. DJUWILOWATI,Female,1989333,1284768,207722,NA,21475,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,PBB,10,"KH. MUSTHOFA MUNTASAM, Lc",Male,1989333,1284768,207722,NA,6938,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,PBB,10,Ir. YULIASTUTI,Female,1989333,1284768,207722,NA,6938,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,PBB,10,"IMAM MOERJANI, Drs, MM",Male,1989333,1284768,207722,NA,6938,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,PBB,10,TRIANA WIDYA WIJAYANTI,Female,1989333,1284768,207722,NA,6938,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,PBB,10,"H. TURMIDZI MUNTASIB, M.PdI, MH",Male,1989333,1284768,207722,NA,6938,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,PBB,10,FAHRUL ARIFIN,Male,1989333,1284768,207722,NA,6938,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,PKPI,20,SAHRIL TUMANGGOR,Male,1989333,1284768,207722,NA,7666,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,PKPI,20,IMANDA RATINING PUTRI,Female,1989333,1284768,207722,NA,7666,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,PKPI,20,"DR. LUQMAN HAKIM, SE, MM",Male,1989333,1284768,207722,NA,7666,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,PKPI,20,"BENNY, SH",Male,1989333,1284768,207722,NA,7666,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,PKPI,20,"EVA FITRIANI, SH",Female,1989333,1284768,207722,NA,7666,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR X,44,PKPI,20,CHOIRUL HUDA,Male,1989333,1284768,207722,NA,7666,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,Nasdem,8,"KH. DJA'FAR SHODIQ, SH.",Male,3315987,2621413,286687,NA,291378,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,Nasdem,8,H. ABDULLAH IBRAHIM,Male,3315987,2621413,286687,NA,291378,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,Nasdem,8,Hj. SITI FARIDA NURJANNAH,Female,3315987,2621413,286687,NA,291378,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,Nasdem,8,"ANISUL MUTTAQIN, S.Pd",Female,3315987,2621413,286687,NA,291378,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,Nasdem,8,"dr. DAENG MOHAMMAD FAQIH, MH.",Male,3315987,2621413,286687,NA,291378,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,Nasdem,8,Dra. NUR KHOIRIYAH,Female,3315987,2621413,286687,NA,291378,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,Nasdem,8,"ABDUL AZIZ SALIM SYABIBI, ST.",Male,3315987,2621413,286687,NA,291378,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,Nasdem,8,H. SLAMET JUNAEDI,Male,3315987,2621413,286687,NA,291378,1
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,PKB,13,Drs. H. M. SYAFIK ROFII,Male,3315987,2621413,286687,NA,363611,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,PKB,13,"KH. MUH UNAIS ALI HISYAM, M.Pd.I",Male,3315987,2621413,286687,NA,363611,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,PKB,13,Hj.WASILAH,Female,3315987,2621413,286687,NA,363611,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,PKB,13,"Drs. H. KANNA TJANDRA BUCHARI,M.Si",Male,3315987,2621413,286687,NA,363611,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,PKB,13,Drg. FAUZIA M. ASIM. M.Kes,Female,3315987,2621413,286687,NA,363611,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,PKB,13,AHMAD SAYURI,Male,3315987,2621413,286687,NA,363611,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,PKB,13,DEWI MUFIDAH,Female,3315987,2621413,286687,NA,363611,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,PKB,13,"DR. DRS. KH. KHOLILURRAHMAN,SH,M.SI",Male,3315987,2621413,286687,NA,363611,1
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,PKS,15,"Ir. ABDUL AZIZ SUSENO, MT",Male,3315987,2621413,286687,NA,44195,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,PKS,15,NIHAYATI USSAADAH,Female,3315987,2621413,286687,NA,44195,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,PKS,15,"MOHAMAD THOYYIB MADANI, MA",Male,3315987,2621413,286687,NA,44195,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,PKS,15,Drs. H. ENNEN HAMZAH,Male,3315987,2621413,286687,NA,44195,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,PKS,15,"NURUL HIDAYATI RACHMAD, S.Pd, MM",Female,3315987,2621413,286687,NA,44195,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,PKS,15,MUHAMMAD ILYAS,Male,3315987,2621413,286687,NA,44195,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,PKS,15,AMIRIS SHOLEHAH,Female,3315987,2621413,286687,NA,44195,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,PKS,15,AHMAD BUSRI,Male,3315987,2621413,286687,NA,44195,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,PDIP,11,M.H. SAID ABDULLAH,Male,3315987,2621413,286687,NA,173812,1
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,PDIP,11,ZUHAIRI B. MISRAWI,Male,3315987,2621413,286687,NA,173812,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,PDIP,11,S. KARLIN ADIWIJAYA,Female,3315987,2621413,286687,NA,173812,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,PDIP,11,MOH. HASAN JAILANI,Male,3315987,2621413,286687,NA,173812,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,PDIP,11,SULKARNAIN ISKANDAR,Male,3315987,2621413,286687,NA,173812,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,PDIP,11,FITRIYAH AL FUDAILAH,Female,3315987,2621413,286687,NA,173812,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,PDIP,11,"H. AGUS SUGIYARDI, SE., MM.",Male,3315987,2621413,286687,NA,173812,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,PDIP,11,"MUNIRATUL FAJARIYAH, ST",Female,3315987,2621413,286687,NA,173812,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,Golkar,6,H. ZAINUDIN AMALI,Male,3315987,2621413,286687,NA,193641,1
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,Golkar,6,"Ir. BAMBANG MURSALIN, MM,MBA",Male,3315987,2621413,286687,NA,193641,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,Golkar,6,"ANA SUNARTI, SE",Female,3315987,2621413,286687,NA,193641,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,Golkar,6,"H. BOY SUHARI SAJIDIN, SE",Male,3315987,2621413,286687,NA,193641,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,Golkar,6,"Drs. H. HARUN AL RASYID, M.Si",Male,3315987,2621413,286687,NA,193641,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,Golkar,6,R. AYU SITI FATIMAH,Female,3315987,2621413,286687,NA,193641,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,Golkar,6,"MAILIYANTO, SE",Male,3315987,2621413,286687,NA,193641,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,Golkar,6,INTAN PERMATASARI,Female,3315987,2621413,286687,NA,193641,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,Gerindra,5,"KH. ILYAS SIRAJ, SH., M.Ag.",Male,3315987,2621413,286687,NA,298696,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,Gerindra,5,"H. MOH NIZAR ZAHRO, SH",Male,3315987,2621413,286687,NA,298696,1
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,Gerindra,5,KHOIRUN NISWAH S.Pd.I,Female,3315987,2621413,286687,NA,298696,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,Gerindra,5,"Drs. M RASYAD MANAF, MM.",Male,3315987,2621413,286687,NA,298696,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,Gerindra,5,"NURMAINNAH, SE",Female,3315987,2621413,286687,NA,298696,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,Gerindra,5,"H. HARYONO ABDUL BARI, SE",Male,3315987,2621413,286687,NA,298696,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,Gerindra,5,"Dra. INDRIA WACHIDA AVIFFA,M.Pdi",Female,3315987,2621413,286687,NA,298696,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,Gerindra,5,Drs. H. MURSIDI HS,Male,3315987,2621413,286687,NA,298696,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,Demokrat,2,ACHSANUL QOSASI,Male,3315987,2621413,286687,NA,376536,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,Demokrat,2,"DR. YUS SUDARSO Drs, SH, MH",Male,3315987,2621413,286687,NA,376536,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,Demokrat,2,Rr. SANTI PUSPA ARIYANI,Female,3315987,2621413,286687,NA,376536,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,Demokrat,2,"BENEDICTA TIUR PURWATI SIMBOLON, SH",Female,3315987,2621413,286687,NA,376536,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,Demokrat,2,"Drs. A. AZIS RACHMAN, M.Si",Male,3315987,2621413,286687,NA,376536,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,Demokrat,2,"TINTIN INDRAWATI, SH",Female,3315987,2621413,286687,NA,376536,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,Demokrat,2,"H. MAT NASIR, S.Sos",Male,3315987,2621413,286687,NA,376536,1
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,Demokrat,2,Ir. NUKI SUTARNO WIRJOWERDOJO,Male,3315987,2621413,286687,NA,376536,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,PAN,9,"Drs. H. ACH RUBAIE, SH, MH",Male,3315987,2621413,286687,NA,78863,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,PAN,9,M. SABRAN SANAF,Male,3315987,2621413,286687,NA,78863,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,PAN,9,RORO LATIFAH NOOR,Female,3315987,2621413,286687,NA,78863,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,PAN,9,MOHAMMAD HANIF,Male,3315987,2621413,286687,NA,78863,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,PAN,9,"MOHAMMAD JAMALUDDIN, M.I.Kom",Male,3315987,2621413,286687,NA,78863,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,PAN,9,SITI ADDINI RAHMAH,Female,3315987,2621413,286687,NA,78863,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,PAN,9,BENU ISFADJAR,Male,3315987,2621413,286687,NA,78863,0
1,1,DPR,2014,April,JAWA TIMUR,JAWA TIMUR XI,45,PAN,9,WIWIT NURHAYATI,Female,3315987,2621413,286687,NA,78863,0
