Year,Election,Province,District Name,Party Number,Party Name,Candidate Name,"Candidate Gender L=Male, P=Female",Candidate List Number
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,13,Hanura,"SUTRISNO, SE",L,6
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,14,Demokrat,"DR. Ir. E.HERMAN KHAERON, M.Si",L,1
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,14,Demokrat,"ANIS KHOIRUNNISA, S.Th.I",P,2
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,14,Demokrat,"EKKY BAHTIAR, SE",L,3
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,14,Demokrat,"DHIANA ANWAR, SH",P,4
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,14,Demokrat,"Hj. SYARIFAH LOVITA, SE.",P,5
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,14,Demokrat,"ISMET DJAFAR, M.M.",L,6
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,14,Demokrat,FERY FAIRUZABADI MUSTAJAZ,L,7
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,14,Demokrat,FAIZAH TRI SUSIYATI,P,8
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,14,Demokrat,PARLINDUNGAN MARSINTA,L,9
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,19,PBB,"UDIN JAHUDIN, ST",L,1
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,19,PBB,PITRIMAWATI,P,2
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,19,PBB,SARALONA,P,3
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,19,PBB,"AGUS HIDAYAT PRAYUDHA, SE, MM",L,4
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,19,PBB,DR. NURDIN,L,5
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,19,PBB,"OMISAH, S.Pd.I",P,6
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,19,PBB,DR. MURSALIN DAHLAN,L,7
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,19,PBB,NANDANG RAHMAD MULYA,L,8
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,19,PBB,"DR. ING. H. SUPARNO SATIRA, DEA",L,9
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,20,PKPI,SUSILO,L,1
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,20,PKPI,DAHLIA RISUTY,P,2
2019,DPR ,JAWA BARAT,JAWA BARAT IX,1,PKB,MAMAN IMANUL HAQ,L,1
2019,DPR ,JAWA BARAT,JAWA BARAT IX,1,PKB,HJ LILIS SANTIKA,P,2
2019,DPR ,JAWA BARAT,JAWA BARAT IX,1,PKB,"SUTARNO, S, PD., M.M.",L,3
2019,DPR ,JAWA BARAT,JAWA BARAT IX,1,PKB,RISA NURSA'ADAH,P,4
2019,DPR ,JAWA BARAT,JAWA BARAT IX,1,PKB,"IMAM BUDIMAN, BE., SP., M.SI",L,5
2019,DPR ,JAWA BARAT,JAWA BARAT IX,1,PKB,"IMAN HIMAWAN, S.Pd",L,6
2019,DPR ,JAWA BARAT,JAWA BARAT IX,1,PKB,"ROBIATUL ADAWIYAH, S.PDI",P,7
2019,DPR ,JAWA BARAT,JAWA BARAT IX,1,PKB,DRS. WARI MAULANA,L,8
2019,DPR ,JAWA BARAT,JAWA BARAT IX,2,Gerindra,"H. OO SUTISNA, SH",L,1
2019,DPR ,JAWA BARAT,JAWA BARAT IX,2,Gerindra,"H.JEFRY ROMDONNY, SE., S.Sos., M.Si., MM",L,2
2019,DPR ,JAWA BARAT,JAWA BARAT IX,2,Gerindra,PENNI OCTORA,P,3
2019,DPR ,JAWA BARAT,JAWA BARAT IX,2,Gerindra,"H. SUPRIYADI, SE",L,4
2019,DPR ,JAWA BARAT,JAWA BARAT IX,2,Gerindra,"DR. H. DON MURDONO, SH MSi",L,5
2019,DPR ,JAWA BARAT,JAWA BARAT IX,2,Gerindra,DEWA AYU PUTU AMALIA DEWI,P,6
2019,DPR ,JAWA BARAT,JAWA BARAT IX,2,Gerindra,"RAHMAWATI SUPRAPTO, SE",P,7
2019,DPR ,JAWA BARAT,JAWA BARAT IX,2,Gerindra,MOHAMAD AGUNG ANUGRAH,L,8
2019,DPR ,JAWA BARAT,JAWA BARAT IX,3,PDIP,"Dr. H. HASANUDDIN, S.E., M.M.",L,1
2019,DPR ,JAWA BARAT,JAWA BARAT IX,3,PDIP,Drs. H. BAMBANG SURYADI,L,2
2019,DPR ,JAWA BARAT,JAWA BARAT IX,3,PDIP,"HJ. DENNY JAYA ABRI YANI, SE., MBA",P,3
2019,DPR ,JAWA BARAT,JAWA BARAT IX,3,PDIP,"Dr. H. SUTRISNO, SE., M.Si",L,4
2019,DPR ,JAWA BARAT,JAWA BARAT IX,3,PDIP,"AFIFAH ALIA, S.T.",P,5
2019,DPR ,JAWA BARAT,JAWA BARAT IX,3,PDIP,HUMBUL KRISTIAWAN,L,6
2019,DPR ,JAWA BARAT,JAWA BARAT IX,3,PDIP,INDAH KURNIAWATI,P,7
2019,DPR ,JAWA BARAT,JAWA BARAT IX,4,Golkar,"Ir. ARNANTO NURPRABOWO, M.P",L,1
2019,DPR ,JAWA BARAT,JAWA BARAT IX,4,Golkar,VENNY DEVIANTI,P,2
2019,DPR ,JAWA BARAT,JAWA BARAT IX,4,Golkar,"HENDRIK KURNIAWAN, S.Pd.I",L,3
2019,DPR ,JAWA BARAT,JAWA BARAT IX,4,Golkar,"HJ ITJE SITI DEWI KURAESIN, S.Sos., M.M",P,4
2019,DPR ,JAWA BARAT,JAWA BARAT IX,4,Golkar,"H. HERMANSYAH, S.H",L,5
2019,DPR ,JAWA BARAT,JAWA BARAT IX,4,Golkar,"H. TAUFIQ GUNAWANSYAH, S.I.P., M.Si",L,6
2019,DPR ,JAWA BARAT,JAWA BARAT IX,4,Golkar,"LACKIE SUWANDIE, S.E",L,7
2019,DPR ,JAWA BARAT,JAWA BARAT IX,4,Golkar,"MEDINA WIRANATAKUSUMAH, S.E.",P,8
2019,DPR ,JAWA BARAT,JAWA BARAT IX,5,NasDem,MUHAMMAD AARON ANNAR S.,L,1
2019,DPR ,JAWA BARAT,JAWA BARAT IX,5,NasDem,"NANA RESMANA WIJAYA, M.SI.",L,2
2019,DPR ,JAWA BARAT,JAWA BARAT IX,5,NasDem,"Hj. IMAS SUSILAWATI, S.Pd, M.Si",P,3
2019,DPR ,JAWA BARAT,JAWA BARAT IX,5,NasDem,"Dr. MUHAMMAD REZA SYARIFFUDIN ZAKI, SH., MA",L,4
2019,DPR ,JAWA BARAT,JAWA BARAT IX,5,NasDem,ATIN SUPRIATIN,P,5
2019,DPR ,JAWA BARAT,JAWA BARAT IX,5,NasDem,"MAHPUDIN, , SE",L,6
2019,DPR ,JAWA BARAT,JAWA BARAT IX,5,NasDem,ADE IRAWAN,L,7
2019,DPR ,JAWA BARAT,JAWA BARAT IX,5,NasDem,NENENG MULYANINGSIH,P,8
2019,DPR ,JAWA BARAT,JAWA BARAT IX,6,Garuda,"MOHAMAD IMAM PRAKOSO, S.E",L,1
2019,DPR ,JAWA BARAT,JAWA BARAT IX,6,Garuda,DETTY IRAWATI,P,2
2019,DPR ,JAWA BARAT,JAWA BARAT IX,7,Berkarya,Dr. H. RM. PUPUNG SUHARIS,L,1
2019,DPR ,JAWA BARAT,JAWA BARAT IX,7,Berkarya,"Ir. H. DEDI NURYANA FIRDAUS, MH",L,2
2019,DPR ,JAWA BARAT,JAWA BARAT IX,7,Berkarya,DWI SURYAWATI SAID,P,3
2019,DPR ,JAWA BARAT,JAWA BARAT IX,7,Berkarya,Drs. H. TJUTJU SACHRUM,L,4
2019,DPR ,JAWA BARAT,JAWA BARAT IX,7,Berkarya,R. LILY HILDA,P,5
2019,DPR ,JAWA BARAT,JAWA BARAT IX,7,Berkarya,"Dr. Drs. H. EMAN SUDIRMAN, MS",L,6
2019,DPR ,JAWA BARAT,JAWA BARAT IX,7,Berkarya,"Ir. CECEP RUKMANA R., MM",L,7
2019,DPR ,JAWA BARAT,JAWA BARAT IX,7,Berkarya,APNI YULIA SARI,P,8
2019,DPR ,JAWA BARAT,JAWA BARAT IX,8,PKS,H. NURHASAN ZAIDI,L,1
2019,DPR ,JAWA BARAT,JAWA BARAT IX,8,PKS,Ir. RIDHO BUDIMAN UTAMA,L,2
2019,DPR ,JAWA BARAT,JAWA BARAT IX,8,PKS,"IKE MEDYAWATI SETIARINI, S.Si., Apt",P,3
2019,DPR ,JAWA BARAT,JAWA BARAT IX,8,PKS,dr. H. ENCEP SUGIANA,L,4
2019,DPR ,JAWA BARAT,JAWA BARAT IX,8,PKS,IR. H. WAHYUDIN MUNAWIR,L,5
2019,DPR ,JAWA BARAT,JAWA BARAT IX,8,PKS,ILIN WILYANIE,P,6
2019,DPR ,JAWA BARAT,JAWA BARAT IX,8,PKS,"BUDIMAN AL IMAN, M.Si",L,7
2019,DPR ,JAWA BARAT,JAWA BARAT IX,8,PKS,"HJ. INNA SAMSUMINAR, S.P.",P,8
2019,DPR ,JAWA BARAT,JAWA BARAT IX,9,Perindo,MUHAMAD ALFAN BAHARUDIN,L,1
2019,DPR ,JAWA BARAT,JAWA BARAT IX,9,Perindo,"Dr. ASEP SUPRIADI, SH., MH",L,2
2019,DPR ,JAWA BARAT,JAWA BARAT IX,9,Perindo,NOVA NAUMI ALLUYAK,P,3
2019,DPR ,JAWA BARAT,JAWA BARAT IX,9,Perindo,ATING SUDIRMAN,L,4
2019,DPR ,JAWA BARAT,JAWA BARAT IX,9,Perindo,"LEONAS CHATIM, STL., MMS",L,5
2019,DPR ,JAWA BARAT,JAWA BARAT IX,9,Perindo,"KARISA RAHMAPUTRI, S.Sn, M.Sc",P,6
2019,DPR ,JAWA BARAT,JAWA BARAT IX,9,Perindo,MOCH. CHARLY VANHOUTTEN,L,7
2019,DPR ,JAWA BARAT,JAWA BARAT IX,9,Perindo,LILIS SOLIHAH,P,8
2019,DPR ,JAWA BARAT,JAWA BARAT IX,10,PPP,"DR. MOHAMAD QOYUM, ST., M.Si",L,1
2019,DPR ,JAWA BARAT,JAWA BARAT IX,10,PPP,"HJ. RATIEH SANGGARWATY, SE",P,2
2019,DPR ,JAWA BARAT,JAWA BARAT IX,10,PPP,"Drs. H. SANUSI MAWI, M.Si",L,3
2019,DPR ,JAWA BARAT,JAWA BARAT IX,10,PPP,"HENDANG SETYO RUKMI, S.T., M.T.",P,4
2019,DPR ,JAWA BARAT,JAWA BARAT IX,10,PPP,ERFANDI,L,5
2019,DPR ,JAWA BARAT,JAWA BARAT IX,10,PPP,"YUYUN YUNANI, S.PD.I",P,6
2019,DPR ,JAWA BARAT,JAWA BARAT IX,10,PPP,GITA SHAHNAZ UTARI,P,7
2019,DPR ,JAWA BARAT,JAWA BARAT IX,10,PPP,DENI KHANAFIAH,L,8
2019,DPR ,JAWA BARAT,JAWA BARAT IX,11,PSI,DEDEK PRAYUDI,L,1
2019,DPR ,JAWA BARAT,JAWA BARAT IX,11,PSI,ANNISA WIDIPANGESTI ADJIE,P,2
2019,DPR ,JAWA BARAT,JAWA BARAT IX,11,PSI,DANIEL MORIS TAMBUNAN,L,3
2019,DPR ,JAWA BARAT,JAWA BARAT IX,11,PSI,SUSI SUSANTI,P,4
2019,DPR ,JAWA BARAT,JAWA BARAT IX,11,PSI,"MOCHAMMAD RUDY FIRDAUS, SE",L,5
2019,DPR ,JAWA BARAT,JAWA BARAT IX,11,PSI,SRI ARYANI,P,6
2019,DPR ,JAWA BARAT,JAWA BARAT IX,11,PSI,"YOKI OKTORIAN SUKARDI, S.Kom",L,7
2019,DPR ,JAWA BARAT,JAWA BARAT IX,11,PSI,RENI SINTA,P,8
2019,DPR ,JAWA BARAT,JAWA BARAT IX,12,PAN,"HJ. FARAH PUTERI NAHLIA, M.Sc.",P,1
2019,DPR ,JAWA BARAT,JAWA BARAT IX,12,PAN,DWIKI DHARMAWAN,L,2
2019,DPR ,JAWA BARAT,JAWA BARAT IX,12,PAN,"ASEP ROCHMAN DIMYATI, SH",L,3
2019,DPR ,JAWA BARAT,JAWA BARAT IX,12,PAN,RONA FIRMANSYAH,L,4
2019,DPR ,JAWA BARAT,JAWA BARAT IX,12,PAN,OKKI SUSYANI,P,5
2019,DPR ,JAWA BARAT,JAWA BARAT IX,12,PAN,"H. RADEN OPENDI, S.Pd",L,6
2019,DPR ,JAWA BARAT,JAWA BARAT IX,12,PAN,"NUR OKTAVIARNI IKA DEWI, S.H",P,7
2019,DPR ,JAWA BARAT,JAWA BARAT IX,12,PAN,"MOHAMMAD UZEN ZAINUDDIN ARIEF, , BA",L,8
2019,DPR ,JAWA BARAT,JAWA BARAT IX,13,Hanura,"H. EDY JAUZIE MUHSIN BAFADAL, S.H",L,1
2019,DPR ,JAWA BARAT,JAWA BARAT IX,13,Hanura,"NOVALINA L. TOBING, S.H",P,2
2019,DPR ,JAWA BARAT,JAWA BARAT IX,13,Hanura,SUHYADI,L,3
2019,DPR ,JAWA BARAT,JAWA BARAT IX,13,Hanura,"WENI HERLIAWATI, A.MD",P,4
2019,DPR ,JAWA BARAT,JAWA BARAT IX,13,Hanura,SAEFUL ADNAN,L,5
2019,DPR ,JAWA BARAT,JAWA BARAT IX,13,Hanura,EUIS NURJANNAH JAENI,P,6
2019,DPR ,JAWA BARAT,JAWA BARAT IX,14,Demokrat,"LINDA MEGAWATI, SE, MSi.",P,1
2019,DPR ,JAWA BARAT,JAWA BARAT IX,14,Demokrat,"LIS DEDEH, SH, SE, MM",P,2
2019,DPR ,JAWA BARAT,JAWA BARAT IX,14,Demokrat,DR. H.HERIYANTO,L,3
2019,DPR ,JAWA BARAT,JAWA BARAT IX,14,Demokrat,KAMHAR LAKUMANI,L,4
2019,DPR ,JAWA BARAT,JAWA BARAT IX,14,Demokrat,"IR. H. DUDI YELLI, MM. MT.",L,5
2019,DPR ,JAWA BARAT,JAWA BARAT IX,14,Demokrat,"APRILYA MONICA, SH.",P,6
2019,DPR ,JAWA BARAT,JAWA BARAT IX,14,Demokrat,"ELIS ROHAYATI, , SS",P,7
2019,DPR ,JAWA BARAT,JAWA BARAT IX,14,Demokrat,MELKY DEDI ISKANDAR G,L,8
2019,DPR ,JAWA BARAT,JAWA BARAT IX,19,PBB,"NIA KURNIASARI, ST., MT",P,1
2019,DPR ,JAWA BARAT,JAWA BARAT IX,19,PBB,PROF. DR. IR. TUHPAWANA P. SENDJAJA,L,2
2019,DPR ,JAWA BARAT,JAWA BARAT IX,19,PBB,"SURYANA, S.Pd., M.Si",L,3
2019,DPR ,JAWA BARAT,JAWA BARAT IX,19,PBB,NENEN KUSNAENI,P,4
2019,DPR ,JAWA BARAT,JAWA BARAT IX,19,PBB,"MUHAMMAD, S. Ag",L,5
2019,DPR ,JAWA BARAT,JAWA BARAT IX,19,PBB,"Ir. SUTARMAN, ST., S.KOM., M.M",L,6
2019,DPR ,JAWA BARAT,JAWA BARAT IX,19,PBB,IRA LAILA NUR QADAR,P,7
2019,DPR ,JAWA BARAT,JAWA BARAT IX,19,PBB,WAWAN HENDRAWAN,L,8
2019,DPR ,JAWA BARAT,JAWA BARAT IX,20,PKPI,ANTORI DASIHAN,L,1
2019,DPR ,JAWA BARAT,JAWA BARAT IX,20,PKPI,"CHARISMA ARISTA SOLIKHAN, S.E.",P,2
2019,DPR ,JAWA BARAT,JAWA BARAT X,1,PKB,"H YANUAR PRIHATIN, MSI",L,1
2019,DPR ,JAWA BARAT,JAWA BARAT X,1,PKB,"RINA SAADAH, LC, MSI",P,2
2019,DPR ,JAWA BARAT,JAWA BARAT X,1,PKB,AHMAD IRFAN ALAWI,L,3
2019,DPR ,JAWA BARAT,JAWA BARAT X,1,PKB,DRG. ENDAH FUTIHATUL FAJRIYAH,P,4
2019,DPR ,JAWA BARAT,JAWA BARAT X,1,PKB,"DEDE IIN SOBIRIN, SH",L,5
2019,DPR ,JAWA BARAT,JAWA BARAT X,1,PKB,ASEP IRFAN,L,6
2019,DPR ,JAWA BARAT,JAWA BARAT X,1,PKB,EVA FITRIAH,P,7
2019,DPR ,JAWA BARAT,JAWA BARAT X,2,Gerindra,"ARDHYA PRATIWI S, SE",P,1
2019,DPR ,JAWA BARAT,JAWA BARAT X,2,Gerindra,"DADAY HUDAYA, SH., MH",L,2
2019,DPR ,JAWA BARAT,JAWA BARAT X,2,Gerindra,"AHMAD BAHTIAR SEBAYANG, SE",L,3
2019,DPR ,JAWA BARAT,JAWA BARAT X,2,Gerindra,"RUSMIN EFFENDY, SH, MH",L,4
2019,DPR ,JAWA BARAT,JAWA BARAT X,2,Gerindra,"SHEILA AYU SAYIDAH, S.I.Kom",P,5
2019,DPR ,JAWA BARAT,JAWA BARAT X,2,Gerindra,"TUTI ROSINTA HUTAGALUNG, SH",P,6
2019,DPR ,JAWA BARAT,JAWA BARAT X,2,Gerindra,BAMBANG SUDIYONO,L,7
2019,DPR ,JAWA BARAT,JAWA BARAT X,3,PDIP,"Drs. MUHAMAD NURDIN, M.M.",L,1
2019,DPR ,JAWA BARAT,JAWA BARAT X,3,PDIP,"Ir. H. GATOT TJAHYONO, M.M.",L,2
2019,DPR ,JAWA BARAT,JAWA BARAT X,3,PDIP,AUGUSTINA CONNIE,P,3
2019,DPR ,JAWA BARAT,JAWA BARAT X,3,PDIP,YAYAN SOPYANI,L,4
2019,DPR ,JAWA BARAT,JAWA BARAT X,3,PDIP,"LUTHFI FAUZI, S.HI., M.M.",L,5
2019,DPR ,JAWA BARAT,JAWA BARAT X,3,PDIP,"Dr. ETIN NURHAETIN NINGRUM, S.Ag., M.M., M.Si",P,6
2019,DPR ,JAWA BARAT,JAWA BARAT X,3,PDIP,"YESSY DIYANTARI, S.TP., M.M.",P,7
2019,DPR ,JAWA BARAT,JAWA BARAT X,4,Golkar,"Drs. AGUN GUNANDJAR SUDARSA, Bc.IP., M.Si.",L,1
2019,DPR ,JAWA BARAT,JAWA BARAT X,4,Golkar,KHOLIS MALIK,L,2
2019,DPR ,JAWA BARAT,JAWA BARAT X,4,Golkar,HJ. RENNY SOEDIRO,P,3
2019,DPR ,JAWA BARAT,JAWA BARAT X,4,Golkar,"ENGKUS KUSNADI, S.H",L,4
2019,DPR ,JAWA BARAT,JAWA BARAT X,4,Golkar,"AYUNINGTYAS WIDARI RAMDHANIAR, S.I.A.",P,5
2019,DPR ,JAWA BARAT,JAWA BARAT X,4,Golkar,"DENI YUSUP, S.Ag., M.Si",L,6
2019,DPR ,JAWA BARAT,JAWA BARAT X,4,Golkar,"ETTY ROBIAH AFDHAL, M.A",P,7
2019,DPR ,JAWA BARAT,JAWA BARAT X,5,NasDem,"Dr. Ir. MUSTOHA ISKANDAR, SH, MDM",L,1
2019,DPR ,JAWA BARAT,JAWA BARAT X,5,NasDem,"DR. H. AGUS SUPARMAN, MM.",L,2
2019,DPR ,JAWA BARAT,JAWA BARAT X,5,NasDem,"ERNA M. MOCHTAR, S.H, M.Si",P,3
2019,DPR ,JAWA BARAT,JAWA BARAT X,5,NasDem,"TUBAGUS FERI RELASYAH, S.S0S",L,4
2019,DPR ,JAWA BARAT,JAWA BARAT X,5,NasDem,KRISNA MUKTI,L,5
2019,DPR ,JAWA BARAT,JAWA BARAT X,5,NasDem,SELFI NAFILAH,P,6
2019,DPR ,JAWA BARAT,JAWA BARAT X,5,NasDem,LISDA OKTAVIANTI,P,7
2019,DPR ,JAWA BARAT,JAWA BARAT X,6,Garuda,"Laksma TNI (Purn) H. DIDIN ZAINAL ABIDIN, M.M",L,1
2019,DPR ,JAWA BARAT,JAWA BARAT X,6,Garuda,Dra. NITA SAFTINA,P,2
2019,DPR ,JAWA BARAT,JAWA BARAT X,7,Berkarya,Drs. H. EKA SANTOSA,L,1
2019,DPR ,JAWA BARAT,JAWA BARAT X,7,Berkarya,"Hj. LESTARI YUSENO, SH",P,2
2019,DPR ,JAWA BARAT,JAWA BARAT X,7,Berkarya,SIR JOHN,L,3
2019,DPR ,JAWA BARAT,JAWA BARAT X,7,Berkarya,AHMAD JAYA ADIGUNA,L,4
2019,DPR ,JAWA BARAT,JAWA BARAT X,7,Berkarya,MULYADI ELHAN ZAKARIA,L,5
2019,DPR ,JAWA BARAT,JAWA BARAT X,7,Berkarya,NUNI HARMAYANTI,P,6
2019,DPR ,JAWA BARAT,JAWA BARAT X,7,Berkarya,AVERINA OKTAVIA MENGKO,P,7
2019,DPR ,JAWA BARAT,JAWA BARAT X,8,PKS,"DR. KH. SURAHMAN HIDAYAT, MA.",L,1
2019,DPR ,JAWA BARAT,JAWA BARAT X,8,PKS,"KH. ACHIDIN NOOR, MA.",L,2
2019,DPR ,JAWA BARAT,JAWA BARAT X,8,PKS,"ANITA SETIYOWATI, S.Pd.",P,3
2019,DPR ,JAWA BARAT,JAWA BARAT X,8,PKS,Ir. H. ADE BARKAH,L,4
2019,DPR ,JAWA BARAT,JAWA BARAT X,8,PKS,"ICIH MINTARSIH, S.Pd",P,5
2019,DPR ,JAWA BARAT,JAWA BARAT X,8,PKS,HJ ETY NURHADIYATI,P,6
2019,DPR ,JAWA BARAT,JAWA BARAT X,8,PKS,H. ISMAIL ELYAS,L,7
2019,DPR ,JAWA BARAT,JAWA BARAT X,9,Perindo,LINDA KARTIKA DEWI,P,1
2019,DPR ,JAWA BARAT,JAWA BARAT X,9,Perindo,"UUS ALI HUSNI, S.Kom",L,2
2019,DPR ,JAWA BARAT,JAWA BARAT X,9,Perindo,"A. DARSONO, SH, MH",L,3
2019,DPR ,JAWA BARAT,JAWA BARAT X,9,Perindo,"AMINUDDIN, S.Sos, MM",L,4
2019,DPR ,JAWA BARAT,JAWA BARAT X,9,Perindo,"THIYA LATIFFAH SYAEFFUDIN FUTRI, S.Farm",P,5
2019,DPR ,JAWA BARAT,JAWA BARAT X,9,Perindo,ARISTOKRA L.J TOMASOA,L,6
2019,DPR ,JAWA BARAT,JAWA BARAT X,9,Perindo,"BETY PUSPITASARI, AK",P,7
2019,DPR ,JAWA BARAT,JAWA BARAT X,10,PPP,ASEP A MAOSHUL AFFANDY,L,1
2019,DPR ,JAWA BARAT,JAWA BARAT X,10,PPP,ARYA PERMANA GRAHA,L,2
2019,DPR ,JAWA BARAT,JAWA BARAT X,10,PPP,DRA. HJ. WARDATUN NA'IM,P,3
2019,DPR ,JAWA BARAT,JAWA BARAT X,10,PPP,"DR. H. HERI SOLEHUDIN ATMAWIDJAJA, MM",L,4
2019,DPR ,JAWA BARAT,JAWA BARAT X,10,PPP,IDA NURHAIDAH,P,5
2019,DPR ,JAWA BARAT,JAWA BARAT X,10,PPP,"SITI HABSYAH MAYAWATI, S.E.",P,6
2019,DPR ,JAWA BARAT,JAWA BARAT X,10,PPP,"ALI SA'RONI, S.IP",L,7
2019,DPR ,JAWA BARAT,JAWA BARAT X,11,PSI,NUNU NUGRAHA,L,1
2019,DPR ,JAWA BARAT,JAWA BARAT X,11,PSI,"KURNIASARI AMBAR, S.Pd",P,2
2019,DPR ,JAWA BARAT,JAWA BARAT X,11,PSI,"ANDRIANSYAH, S.Si, M.S.E",L,3
2019,DPR ,JAWA BARAT,JAWA BARAT X,11,PSI,"BAMBANG PRAKUSO, BA",L,4
2019,DPR ,JAWA BARAT,JAWA BARAT X,11,PSI,"Drs. DADANG SETIAWAN, M.Si",L,5
2019,DPR ,JAWA BARAT,JAWA BARAT X,11,PSI,ISMI DIANG MEILAN,P,6
2019,DPR ,JAWA BARAT,JAWA BARAT X,11,PSI,NURUL GEOVANI,P,7
2019,DPR ,JAWA BARAT,JAWA BARAT X,12,PAN,BUDI YOUYASTRI,L,1
2019,DPR ,JAWA BARAT,JAWA BARAT X,12,PAN,Ir. H. CHANDRA TIRTAWIJAYA,L,2
2019,DPR ,JAWA BARAT,JAWA BARAT X,12,PAN,"Dra. Hj. VETRINA SUTINGAH, M.Pd",P,3
2019,DPR ,JAWA BARAT,JAWA BARAT X,12,PAN,AAN HANAFI,L,4
2019,DPR ,JAWA BARAT,JAWA BARAT X,12,PAN,H. KUSWARA SASTRA PERMANA,L,5
2019,DPR ,JAWA BARAT,JAWA BARAT X,12,PAN,"YUMAIZA, SE",P,6
2019,DPR ,JAWA BARAT,JAWA BARAT X,12,PAN,"MARINA OKTAVIA, A.Md",P,7
2019,DPR ,JAWA BARAT,JAWA BARAT X,13,Hanura,AZRAL HARDY,L,1
2019,DPR ,JAWA BARAT,JAWA BARAT X,13,Hanura,BUDI WARSITO,L,2
2019,DPR ,JAWA BARAT,JAWA BARAT X,13,Hanura,ARIENA JUNISA,P,3
2019,DPR ,JAWA BARAT,JAWA BARAT X,14,Demokrat,"H.DIDI IRAWADI SYAMSUDDIN, SH",L,1
2019,DPR ,JAWA BARAT,JAWA BARAT X,14,Demokrat,"H.T.MAMAT ROBBY SUGANDA, M.AP",L,2
2019,DPR ,JAWA BARAT,JAWA BARAT X,14,Demokrat,"HJ. YOYOH RUKIJAH, S.TR. KEB",P,3
2019,DPR ,JAWA BARAT,JAWA BARAT X,14,Demokrat,"TB CEPPY SUBHAN SOLICHIN, SE",L,4
2019,DPR ,JAWA BARAT,JAWA BARAT X,14,Demokrat,Dr. Hj. IRMA BASTAMAN HARIS,P,5
2019,DPR ,JAWA BARAT,JAWA BARAT X,14,Demokrat,"YETI HERYATI, SH",P,6
2019,DPR ,JAWA BARAT,JAWA BARAT X,14,Demokrat,DENI DURIYATUL ROMDONAH,P,7
2019,DPR ,JAWA BARAT,JAWA BARAT X,19,PBB,"Dr. Ir. H. AKHMAD BAKHTIAR AMIN, M.Sc., M.Si",L,1
2019,DPR ,JAWA BARAT,JAWA BARAT X,19,PBB,Ir. YULIASTUTI,P,2
2019,DPR ,JAWA BARAT,JAWA BARAT X,19,PBB,NUR EFENDI,L,3
2019,DPR ,JAWA BARAT,JAWA BARAT X,19,PBB,"DRA. RAHMI YUSUF LUTAN, M.S.",P,4
2019,DPR ,JAWA BARAT,JAWA BARAT X,19,PBB,ALI NURHAKIM,L,5
2019,DPR ,JAWA BARAT,JAWA BARAT X,19,PBB,SALEH HIDAYAT,L,6
2019,DPR ,JAWA BARAT,JAWA BARAT X,20,PKPI,RICO JOHANES HASIBUAN,L,1
2019,DPR ,JAWA BARAT,JAWA BARAT X,20,PKPI,KARINDRA UKAR,L,2
2019,DPR ,JAWA BARAT,JAWA BARAT X,20,PKPI,VONNY RIDHA,P,3
2019,DPR ,JAWA BARAT,JAWA BARAT XI,1,PKB,"DRS. H ACEP ADANG RUHIAT, M.Si.",L,1
2019,DPR ,JAWA BARAT,JAWA BARAT XI,1,PKB,"IMAS AAN UBUDIAH, S.PDI",P,2
2019,DPR ,JAWA BARAT,JAWA BARAT XI,1,PKB,"DR. H. K. EDI PARMADI, M.M.PD",L,3
2019,DPR ,JAWA BARAT,JAWA BARAT XI,1,PKB,RAMRAM MUKHLIS RAMDANI,L,4
2019,DPR ,JAWA BARAT,JAWA BARAT XI,1,PKB,"SITI ANNISAA MAHFUZHOH, S.H",P,5
2019,DPR ,JAWA BARAT,JAWA BARAT XI,1,PKB,"USEP SAEFUL KAMAL, S.HI",L,6
2019,DPR ,JAWA BARAT,JAWA BARAT XI,1,PKB,IRFAN HAMZAH MARKI,L,7
2019,DPR ,JAWA BARAT,JAWA BARAT XI,1,PKB,"RINI RAHAYU, S.PD.I",P,8
2019,DPR ,JAWA BARAT,JAWA BARAT XI,1,PKB,LUKMAN HAKIM,L,9
2019,DPR ,JAWA BARAT,JAWA BARAT XI,1,PKB,"AI RAHMAYANTI, M.AG",P,10
2019,DPR ,JAWA BARAT,JAWA BARAT XI,2,Gerindra,"H. SUBARNA, SE., M.Si",L,1
