Year,Province name,Election,Registered voters in district,Valid votes in district,Invalid votes,Candidate Name ,Candidate Number ,Number of Party Votes (for each party),Candidate elected to the DPD,,,,,,
2019,Sumatera Utara,DPD,,,,"Pdt. WILLEM T.P. SIMARMATA, M.A.",18," 803,638 ",1,,,,,,
2019,Sumatera Utara,DPD,,,,"Drs. H. ABDILLAH, Ak.",19," 264,389 ",,,,,,,
2019,Sumatera Barat,DPD,"3,447,637","2,522,971","407,725",,,,,,,,,,
2019,Sumatera Barat,DPD,,,,"H. AFRIZAL, S.E.",1,0,,,,,,,
2019,Sumatera Barat,DPD,,,,"Dr. H. ALIRMAN SORI, S.H., M.Hum, M.M.",2,"205,859",1,,,,,,
2019,Sumatera Barat,DPD,,,,ALKUDRI,3,"47,798",,,,,,,
2019,Sumatera Barat,DPD,,,,"H. ASNAWI BAHAR, S.E., M.Si",4,"88,117",,,,,,,
2019,Sumatera Barat,DPD,,,,"ATTILA MAJIDI, SP",5,"80,032",,,,,,,
2019,Sumatera Barat,DPD,,,,"Dr. H. CHAIRUL UMAIYA, M.M., Ak",6,"97,017",,,,,,,
2019,Sumatera Barat,DPD,,,,"Drs. H. DESRA EDIWAN ANANTANUR, M.M.",7,"174,960",,,,,,,
2019,Sumatera Barat,DPD,,,,Hj. EMMA YOHANNA,8,"530,834",1,,,,,,
2019,Sumatera Barat,DPD,,,,"Dr.H. HELMY PANUH Dt. PONOMARAJO, S.H., M.Kn.",9,"36,465",,,,,,,
2019,Sumatera Barat,DPD,,,,"IBRANI Dt. RAJO TIANSO S.H., M.H",10,"33,368",,,,,,,
2019,Sumatera Barat,DPD,,,,H. ICU ZUKAFRIL Dt. BANDAHARO,11,"36,398",,,,,,,
2019,Sumatera Barat,DPD,,,,"Drs. IRDAM IMRAN, M.Si",12,"16,878",,,,,,,
2019,Sumatera Barat,DPD,,,,"JULIA F AGUSTA, S.E.",13,"25,475",,,,,,,
2019,Sumatera Barat,DPD,,,,"KOMI CHANIAGO, S.H.",14,"60,196",,,,,,,
2019,Sumatera Barat,DPD,,,,"H. LEONARDY HARMAINY Dt. BANDARO BASA, S.IP., M.H.",15,"199,027",1,,,,,,
2019,Sumatera Barat,DPD,,,,Ir. H. MULYADI AFMAR,16,"139,132",,,,,,,
2019,Sumatera Barat,DPD,,,,"H. MUSLIM M YATIM, Lc., M.M.",17,"253,907",1,,,,,,
2019,Sumatera Barat,DPD,,,,NURKHALIS,18,"161,714",,,,,,,
2019,Sumatera Barat,DPD,,,,RAMAL SALEH,19,"78,966",,,,,,,
2019,Sumatera Barat,DPD,,,,TUKIMAN,20,"65,930",,,,,,,
2019,Sumatera Barat,DPD,,,,"Dr. H. YUHERMAN, S.H., M.H., M.Kn",21,"98,381",,,,,,,
2019,Sumatera Barat,DPD,,,,ZAINAL AKIL,22,"41,280",,,,,,,
2019,Sumatera Barat,DPD,,,,"H. ZUL EVI ASTAR, S.H",23,"51,237",,,,,,,
2019,Lampung,DPD,"6,074,137","4,025,876","864,131",,,,,,,,,,
2019,Lampung,DPD,,,,"Ir. H. ABDUL AZIZ ADYAS, S.H.",1,"170,023",,,,,,,
2019,Lampung,DPD,,,,"KH. Ir. ABDUL HAKIM, M.M.",2,"381,963",1,,,,,,
2019,Lampung,DPD,,,,A. BEN BELLA,3,"122,447",,,,,,,
2019,Lampung,DPD,,,,Drs. AHMAD BASTIAN SY,4,"377,067",1,,,,,,
2019,Lampung,DPD,,,,"AKHMAD HIDAYAT, S.Sos., M.M.",5,"144,056",,,,,,,
2019,Lampung,DPD,,,,AMIR FAISAL SANZAYA,6,"47,817",,,,,,,
2019,Lampung,DPD,,,,Ir. ANANG PRIHANTORO,7,"188,158",,,,,,,
2019,Lampung,DPD,,,,Dr. H. ANDI SURYA,8,"172,723",,,,,,,
2019,Lampung,DPD,,,,"H. BUSTAMI ZAINUDIN, S.Pd., M.H.",9,"245,784",1,,,,,,
2019,Lampung,DPD,,,,DEWI PRATIWI MANDA SARI,10,"63,077",,,,,,,
2019,Lampung,DPD,,,,"HERMAN SISMONO, S.Sos. M.A.P.",11,"44,884",,,,,,,
2019,Lampung,DPD,,,,"Hj. IDA JAYA, S.E., M.M.",12,"164,249",,,,,,,
2019,Lampung,DPD,,,,"I GEDE SUDIATMAJA, S.H.",13,"77,244",,,,,,,
2019,Lampung,DPD,,,,"ISMUN ALI, M.Pd.I",14,"98,923",,,,,,,
2019,Lampung,DPD,,,,"Ir. JAMHARI HADIPURWANTA, M.P.",15,"140,311",,,,,,,
2019,Lampung,DPD,,,,dr. JIHAN NURLELA,16,"810,373",1,,,,,,
2019,Lampung,DPD,,,,"M. ALZIER DIANIS THABRANIE, S.E., S.H.",17,"167,897",,,,,,,
2019,Lampung,DPD,,,,H. MARSIDI HASAN,18,"67,694",,,,,,,
2019,Lampung,DPD,,,,"NAZARUDIN, S.I.P.",19,"57,411",,,,,,,
2019,Lampung,DPD,,,,"NURLITA ZUBAEDAH, S.E.",20,"165,675",,,,,,,
2019,Lampung,DPD,,,,"H. OLFI ANWARI, S.E.",21,"40,250",,,,,,,
2019,Lampung,DPD,,,,TATANG SUMANTRI,22,"35,321",,,,,,,
2019,Lampung,DPD,,,,TAUFIK HIDAYAT,23,"170,193",,,,,,,
2019,Lampung,DPD,,,,"UMAR SYAH HS, S.I.P.",24,"40,763",,,,,,,
2019,Lampung,DPD,,,,"YANTI, S.I.P.",25,"31,573",,,,,,,
2019,Kepulauan Bangka Belitung,DPD,"932,569","659,134","144,207",,,,,,,,,,
2019,Kepulauan Bangka Belitung,DPD,,,,"ADE SUMIATI, S.IP",1,"19,706",,,,,,,
2019,Kepulauan Bangka Belitung,DPD,,,,"Drs. H. A. HUDARNI RANI, SH",2,"69,621",1,,,,,,
2019,Kepulauan Bangka Belitung,DPD,,,,ALEXANDER FRANSISCUS,3,"71,588",1,,,,,,
2019,Kepulauan Bangka Belitung,DPD,,,,ANDRI,4,"24,335",,,,,,,
2019,Kepulauan Bangka Belitung,DPD,,,,"BAHAR BUASAN, ST., M.S.M., M.Sc",5,"48,309",,,,,,,
2019,Kepulauan Bangka Belitung,DPD,,,,Ir. H. DARMANSYAH HUSEN,6,"102,752",1,,,,,,
2019,Kepulauan Bangka Belitung,DPD,,,,"EKA MULYA PUTRA, SE., M.Si",7,"24,611",,,,,,,
2019,Kepulauan Bangka Belitung,DPD,,,,"Ir. H. ERNAWAN REBUIN, M.M ",8,"14,823",,,,,,,
2019,Kepulauan Bangka Belitung,DPD,,,,"HERRY ERFIAN, ST",9,"57,331",,,,,,,
2019,Kepulauan Bangka Belitung,DPD,,,,"Hj. NOORHARI ASTUTI , S.Sos",10,"56,003",,,,,,,
2019,Kepulauan Bangka Belitung,DPD,,,,Drs. SAIDI KM ,11,"14,548",,,,,,,
2019,Kepulauan Bangka Belitung,DPD,,,,"SUHARTO, S.IP., M.Si",12,"19,982",,,,,,,
2019,Kepulauan Bangka Belitung,DPD,,,,"Dr. H. ZAIDAN, SH., S.Ag., M.Hum ",13,"19,440",,,,,,,
2019,Kepulauan Bangka Belitung,DPD,,,,"Ust. H. ZUHRI M. SYAZALI, Lc.MA",14,"84,535",1,,,,,,
2019,Kepulauan Bangka Belitung,DPD,,,,HAMZAH,19,"31,550",,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
